index	Chrs	start	end	number	genome
4302	Chr07	17950000	18050000	3	K
4303	Chr07	19100000	19200000	3	K
4304	Chr07	19650000	19750000	3	K
4305	Chr07	20300000	20400000	4	K
4306	Chr07	21600000	21700000	10	K
4307	Chr07	23150000	23250000	4	K
4308	Chr07	24150000	24250000	3	K
4309	Chr07	25200000	25300000	8	K
4310	Chr07	26950000	27050000	1	K
4311	Chr07	28150000	28250000	6	K
4312	Chr07	30050000	30150000	10	K
4313	Chr07	30750000	30850000	7	K
4314	Chr07	31250000	31350000	4	K
4315	Chr07	31700000	31800000	5	K
4316	Chr07	33850000	33950000	2	K
4317	Chr07	35250000	35350000	4	K
4318	Chr07	35850000	35950000	6	K
4319	Chr07	37550000	37650000	3	K
4320	Chr07	37850000	37950000	4	K
4321	Chr07	38450000	38550000	2	K
4322	Chr07	39300000	39400000	1	K
4323	Chr07	40150000	40250000	1	K
4324	Chr07	40450000	40550000	5	K
4325	Chr07	48450000	48550000	4	K
4326	Chr07	48800000	48900000	2	K
4327	Chr07	52150000	52250000	0	K
4328	Chr07	52500000	52600000	7	K
4329	Chr07	53300000	53400000	2	K
4330	Chr07	53800000	53900000	5	K
4331	Chr07	54050000	54150000	3	K
4332	Chr07	56000000	56100000	0	K
4333	Chr07	56200000	56300000	6	K
4334	Chr07	58500000	58600000	0	K
4335	Chr07	58950000	59050000	2	K
4336	Chr07	59500000	59600000	2	K
4337	Chr07	61450000	61550000	2	K
4338	Chr07	62300000	62400000	6	K
4339	Chr07	62650000	62750000	5	K
4340	Chr07	64050000	64150000	0	K
4341	Chr07	65900000	66000000	2	K
4342	Chr07	68550000	68650000	1	K
4343	Chr07	68900000	69000000	1	K
4344	Chr07	69250000	69350000	1	K
4345	Chr07	69950000	70050000	1	K
4346	Chr07	70450000	70550000	4	K
4347	Chr07	71750000	71850000	2	K
4348	Chr07	73850000	73950000	7	K
4349	Chr07	75150000	75250000	0	K
4350	Chr07	75700000	75800000	4	K
4351	Chr07	76150000	76250000	1	K
4352	Chr07	78700000	78800000	4	K
4353	Chr07	80550000	80650000	3	K
4354	Chr07	80850000	80950000	5	K
4355	Chr07	81250000	81350000	1	K
4356	Chr07	82300000	82400000	2	K
4357	Chr07	83750000	83850000	2	K
4358	Chr07	84050000	84150000	2	K
4359	Chr07	86050000	86150000	1	K
4360	Chr07	87800000	87900000	0	K
4361	Chr07	88150000	88250000	2	K
4362	Chr07	90000000	90100000	2	K
4363	Chr07	90500000	90600000	0	K
4364	Chr07	91700000	91800000	3	K
4365	Chr07	92650000	92750000	4	K
4366	Chr07	93050000	93150000	1	K
4367	Chr07	93700000	93800000	1	K
4368	Chr07	97600000	97700000	3	K
4369	Chr07	98300000	98400000	5	K
4370	Chr07	101250000	101350000	6	K
4371	Chr07	102400000	102500000	0	K
4372	Chr07	103100000	103200000	2	K
4373	Chr07	107600000	107700000	1	K
4374	Chr07	108450000	108550000	2	K
4375	Chr07	110800000	110900000	4	K
4376	Chr07	111200000	111300000	3	K
4377	Chr07	111400000	111500000	3	K
4378	Chr07	111900000	112000000	4	K
4379	Chr07	113900000	114000000	1	K
4380	Chr07	114950000	115050000	1	K
4381	Chr07	120050000	120150000	0	K
4382	Chr07	120900000	121000000	3	K
4383	Chr07	121750000	121850000	3	K
4384	Chr07	122800000	122900000	1	K
4385	Chr07	125400000	125500000	0	K
4386	Chr07	126300000	126400000	1	K
4387	Chr07	129050000	129150000	4	K
4388	Chr07	129550000	129650000	2	K
4389	Chr07	129850000	129950000	1	K
4390	Chr07	130850000	130950000	5	K
4391	Chr07	131200000	131300000	6	K
4392	Chr07	131450000	131550000	1	K
4393	Chr07	132600000	132700000	1	K
4394	Chr07	134650000	134750000	1	K
4395	Chr07	136500000	136600000	2	K
4396	Chr07	138200000	138300000	3	K
4397	Chr07	139550000	139650000	1	K
4398	Chr07	140750000	140850000	3	K
4399	Chr07	141150000	141250000	4	K
4400	Chr07	141650000	141750000	5	K
4401	Chr07	144900000	145000000	0	K
4402	Chr07	145600000	145700000	0	K
4403	Chr07	147050000	147150000	2	K
4404	Chr07	147500000	147600000	0	K
4405	Chr07	148050000	148150000	0	K
4406	Chr07	150250000	150350000	5	K
4407	Chr07	151500000	151600000	8	K
4408	Chr07	155250000	155350000	5	K
4409	Chr07	157500000	157600000	10	K
4410	Chr07	0	50000	3	K
4411	Chr07	3950000	4050000	13	K
4412	Chr07	7100000	7200000	8	K
4413	Chr07	15100000	15200000	6	K
4414	Chr07	16400000	16500000	10	K
4415	Chr07	21900000	22000000	6	K
4416	Chr07	26500000	26600000	2	K
4417	Chr07	29500000	29600000	4	K
4418	Chr07	34750000	34850000	6	K
4419	Chr07	36050000	36150000	4	K
4420	Chr07	37100000	37200000	0	K
4421	Chr07	41050000	41150000	5	K
4422	Chr07	41550000	41650000	8	K
4423	Chr07	41950000	42050000	7	K
4424	Chr07	42350000	42450000	1	K
4425	Chr07	44450000	44550000	4	K
4426	Chr07	46950000	47050000	4	K
4427	Chr07	47450000	47550000	3	K
4428	Chr07	49300000	49400000	2	K
4429	Chr07	49700000	49800000	2	K
4430	Chr07	57150000	57250000	6	K
4431	Chr07	64750000	64850000	2	K
4432	Chr07	71450000	71550000	4	K
4433	Chr07	76950000	77050000	4	K
4434	Chr07	78000000	78100000	2	K
4435	Chr07	88500000	88600000	3	K
4436	Chr07	98700000	98800000	1	K
4437	Chr07	103550000	103650000	1	K
4438	Chr07	104750000	104850000	1	K
4439	Chr07	116800000	116900000	0	K
4440	Chr07	117600000	117700000	1	K
4441	Chr07	123750000	123850000	2	K
4442	Chr07	126900000	127000000	3	K
4443	Chr07	130300000	130400000	4	K
4444	Chr07	132000000	132100000	2	K
4445	Chr07	135800000	135900000	2	K
4446	Chr07	136850000	136950000	1	K
4447	Chr07	139200000	139300000	1	K
4448	Chr07	146300000	146400000	0	K
4449	Chr07	146700000	146800000	4	K
4450	Chr07	149300000	149400000	2	K
4451	Chr07	152200000	152300000	8	K
4452	Chr07	156650000	156750000	11	K
4453	Chr07	157950000	158050000	5	K
4454	Chr08	41900000	42000000	0	K
4455	Chr08	58700000	58800000	4	K
4456	Chr08	100600000	100700000	2	K
4457	Chr08	117400000	117500000	0	K
4458	Chr08	184450000	184550000	2	K
4459	Chr08	192850000	192950000	7	K
4460	Chr08	19850000	19950000	1	K
4461	Chr08	24050000	24150000	5	K
4462	Chr08	32450000	32550000	1	K
4463	Chr08	52350000	52450000	0	K
4464	Chr08	66000000	66100000	3	K
4465	Chr08	73400000	73500000	3	K
4466	Chr08	80650000	80750000	3	K
4467	Chr08	128900000	129000000	2	K
4468	Chr08	136250000	136350000	0	K
4469	Chr08	149850000	149950000	2	K
4470	Chr08	164550000	164650000	0	K
4471	Chr08	177200000	177300000	7	K
4472	Chr08	183450000	183550000	4	K
4473	Chr08	187600000	187700000	4	K
4474	Chr08	188700000	188800000	5	K
4475	Chr08	189700000	189800000	8	K
4476	Chr08	193900000	194000000	4	K
4477	Chr08	197050000	197150000	12	K
4478	Chr08	2550000	2650000	5	K
4479	Chr08	4800000	4900000	8	K
4480	Chr08	5050000	5150000	9	K
4481	Chr08	5550000	5650000	10	K
4482	Chr08	6150000	6250000	14	K
4483	Chr08	6750000	6850000	8	K
4484	Chr08	7400000	7500000	7	K
4485	Chr08	8200000	8300000	6	K
4486	Chr08	9650000	9750000	2	K
4487	Chr08	10600000	10700000	3	K
4488	Chr08	15000000	15100000	13	K
4489	Chr08	15800000	15900000	3	K
4490	Chr08	16250000	16350000	11	K
4491	Chr08	18000000	18100000	2	K
4492	Chr08	18700000	18800000	2	K
4493	Chr08	19300000	19400000	7	K
4494	Chr08	21100000	21200000	5	K
4495	Chr08	26300000	26400000	3	K
4496	Chr08	26700000	26800000	4	K
4497	Chr08	28400000	28500000	3	K
4498	Chr08	28900000	29000000	5	K
4499	Chr08	29800000	29900000	8	K
4500	Chr08	30500000	30600000	4	K
4501	Chr08	30850000	30950000	2	K
4502	Chr08	31550000	31650000	6	K
4503	Chr08	31950000	32050000	1	K
4504	Chr08	32700000	32800000	6	K
4505	Chr08	34150000	34250000	4	K
4506	Chr08	36500000	36600000	2	K
4507	Chr08	37000000	37100000	2	K
4508	Chr08	38000000	38100000	4	K
4509	Chr08	38500000	38600000	9	K
4510	Chr08	39700000	39800000	7	K
4511	Chr08	45600000	45700000	0	K
4512	Chr08	46200000	46300000	3	K
4513	Chr08	46750000	46850000	3	K
4514	Chr08	51600000	51700000	1	K
4515	Chr08	51900000	52000000	0	K
4516	Chr08	55900000	56000000	4	K
4517	Chr08	56400000	56500000	0	K
4518	Chr08	60600000	60700000	2	K
4519	Chr08	62600000	62700000	2	K
4520	Chr08	63250000	63350000	2	K
4521	Chr08	64400000	64500000	2	K
4522	Chr08	68500000	68600000	0	K
4523	Chr08	69450000	69550000	1	K
4524	Chr08	70900000	71000000	1	K
4525	Chr08	72850000	72950000	2	K
4526	Chr08	75200000	75300000	0	K
4527	Chr08	78900000	79000000	1	K
4528	Chr08	79400000	79500000	4	K
4529	Chr08	79950000	80050000	0	K
4530	Chr08	81350000	81450000	1	K
4531	Chr08	82400000	82500000	2	K
4532	Chr08	84750000	84850000	0	K
4533	Chr08	85700000	85800000	0	K
4534	Chr08	86150000	86250000	3	K
4535	Chr08	86900000	87000000	1	K
4536	Chr08	87750000	87850000	1	K
4537	Chr08	89850000	89950000	1	K
4538	Chr08	91800000	91900000	4	K
4539	Chr08	93400000	93500000	3	K
4540	Chr08	94150000	94250000	4	K
4541	Chr08	94450000	94550000	1	K
4542	Chr08	94700000	94800000	1	K
4543	Chr08	95000000	95100000	0	K
4544	Chr08	96700000	96800000	3	K
4545	Chr08	97200000	97300000	2	K
4546	Chr08	98100000	98200000	4	K
4547	Chr08	99400000	99500000	1	K
4548	Chr08	100200000	100300000	2	K
4549	Chr08	102100000	102200000	3	K
4550	Chr08	102550000	102650000	1	K
4551	Chr08	103100000	103200000	3	K
4552	Chr08	104700000	104800000	1	K
4553	Chr08	105050000	105150000	0	K
4554	Chr08	105350000	105450000	0	K
4555	Chr08	105750000	105850000	1	K
4556	Chr08	107150000	107250000	4	K
4557	Chr08	107550000	107650000	3	K
4558	Chr08	108700000	108800000	2	K
4559	Chr08	112300000	112400000	1	K
4560	Chr08	112700000	112800000	2	K
4561	Chr08	114650000	114750000	0	K
4562	Chr08	116500000	116600000	1	K
4563	Chr08	117800000	117900000	0	K
4564	Chr08	118750000	118850000	0	K
4565	Chr08	120100000	120200000	1	K
4566	Chr08	120700000	120800000	1	K
4567	Chr08	123550000	123650000	1	K
4568	Chr08	124350000	124450000	1	K
4569	Chr08	125000000	125100000	3	K
4570	Chr08	126200000	126300000	2	K
4571	Chr08	126650000	126750000	3	K
4572	Chr08	127000000	127100000	2	K
4573	Chr08	127350000	127450000	1	K
4574	Chr08	128450000	128550000	0	K
4575	Chr08	129600000	129700000	1	K
4576	Chr08	130350000	130450000	0	K
4577	Chr08	133500000	133600000	3	K
4578	Chr08	134450000	134550000	2	K
4579	Chr08	135100000	135200000	1	K
4580	Chr08	137050000	137150000	0	K
4581	Chr08	138050000	138150000	0	K
4582	Chr08	140300000	140400000	0	K
4583	Chr08	140850000	140950000	0	K
4584	Chr08	142700000	142800000	1	K
4585	Chr08	144300000	144400000	2	K
4586	Chr08	146250000	146350000	0	K
4587	Chr08	147000000	147100000	0	K
4588	Chr08	148350000	148450000	1	K
4589	Chr08	149350000	149450000	2	K
4590	Chr08	150450000	150550000	0	K
4591	Chr08	151600000	151700000	1	K
4592	Chr08	153950000	154050000	2	K
4593	Chr08	155050000	155150000	1	K
4594	Chr08	156450000	156550000	0	K
4595	Chr08	157450000	157550000	1	K
4596	Chr08	157850000	157950000	4	K
4597	Chr08	159600000	159700000	0	K
4598	Chr08	160900000	161000000	0	K
4599	Chr08	161800000	161900000	0	K
4600	Chr08	168200000	168300000	3	K
4601	Chr08	169200000	169300000	4	K
4602	Chr08	171800000	171900000	0	K
4603	Chr08	172450000	172550000	3	K
4604	Chr08	173100000	173200000	3	K
4605	Chr08	173650000	173750000	3	K
4606	Chr08	174500000	174600000	5	K
4607	Chr08	174850000	174950000	1	K
4608	Chr08	176250000	176350000	3	K
4609	Chr08	177650000	177750000	4	K
4610	Chr08	178350000	178450000	6	K
4611	Chr08	179550000	179650000	5	K
4612	Chr08	180650000	180750000	2	K
4613	Chr08	181200000	181300000	0	K
4614	Chr08	182050000	182150000	5	K
4615	Chr08	184800000	184900000	6	K
4616	Chr08	185150000	185250000	9	K
4617	Chr08	187350000	187450000	2	K
4618	Chr08	188050000	188150000	5	K
4619	Chr08	189450000	189550000	7	K
4620	Chr08	190150000	190250000	8	K
4621	Chr08	194850000	194950000	11	K
4622	Chr08	196250000	196350000	8	K
4623	Chr08	196700000	196800000	12	K
4624	Chr08	198250000	198350000	18	K
4625	Chr08	0	50000	5	K
4626	Chr08	3150000	3250000	8	K
4627	Chr08	4200000	4300000	11	K
4628	Chr08	6950000	7050000	8	K
4629	Chr08	9050000	9150000	3	K
4630	Chr08	11150000	11250000	13	K
4631	Chr08	11800000	11900000	6	K
4632	Chr08	13650000	13750000	5	K
4633	Chr08	21650000	21750000	4	K
4634	Chr08	27150000	27250000	6	K
4635	Chr08	27550000	27650000	3	K
4636	Chr08	33050000	33150000	6	K
4637	Chr08	33450000	33550000	2	K
4638	Chr08	34750000	34850000	4	K
4639	Chr08	39350000	39450000	9	K
4640	Chr08	40400000	40500000	1	K
4641	Chr08	41050000	41150000	2	K
4642	Chr08	41300000	41400000	3	K
4643	Chr08	43150000	43250000	2	K
4644	Chr08	43800000	43900000	5	K
4645	Chr08	49700000	49800000	3	K
4646	Chr08	51000000	51100000	4	K
4647	Chr08	57550000	57650000	2	K
4648	Chr08	57950000	58050000	1	K
4649	Chr08	61500000	61600000	1	K
4650	Chr08	63850000	63950000	5	K
4651	Chr08	67900000	68000000	0	K
4652	Chr08	73800000	73900000	1	K
4653	Chr08	76300000	76400000	3	K
4654	Chr08	78000000	78100000	2	K
4655	Chr08	84150000	84250000	0	K
4656	Chr08	90600000	90700000	3	K
4657	Chr08	92550000	92650000	0	K
4658	Chr08	95950000	96050000	0	K
4659	Chr08	99750000	99850000	2	K
4660	Chr08	101200000	101300000	0	K
4661	Chr08	104350000	104450000	0	K
4662	Chr08	109600000	109700000	2	K
4663	Chr08	110250000	110350000	4	K
4664	Chr08	113400000	113500000	1	K
4665	Chr08	115500000	115600000	1	K
4666	Chr08	121650000	121750000	3	K
4667	Chr08	125700000	125800000	1	K
4668	Chr08	130050000	130150000	0	K
4669	Chr08	130700000	130800000	3	K
4670	Chr08	131750000	131850000	0	K
4671	Chr08	148650000	148750000	1	K
4672	Chr08	152450000	152550000	1	K
4673	Chr08	156000000	156100000	1	K
4674	Chr08	162950000	163050000	0	K
4675	Chr08	163450000	163550000	1	K
4676	Chr08	164900000	165000000	1	K
4677	Chr08	165300000	165400000	1	K
4678	Chr08	165700000	165800000	1	K
4679	Chr08	166200000	166300000	0	K
4680	Chr08	167800000	167900000	2	K
4681	Chr08	186400000	186500000	4	K
4682	Chr08	191900000	192000000	1	K
4683	Chr08	194400000	194500000	11	K
4684	Chr08	195700000	195800000	8	K
4685	Chr09	8300000	8400000	5	K
4686	Chr09	16750000	16850000	1	K
4687	Chr09	33500000	33600000	4	K
4688	Chr09	125800000	125900000	9	K
4689	Chr09	17750000	17850000	4	K
4690	Chr09	34550000	34650000	1	K
4691	Chr09	55500000	55600000	2	K
4692	Chr09	79600000	79700000	1	K
4693	Chr09	85900000	86000000	2	K
4694	Chr09	101650000	101750000	7	K
4695	Chr09	350000	450000	5	K
4696	Chr09	1550000	1650000	2	K
4697	Chr09	2150000	2250000	4	K
4698	Chr09	2600000	2700000	2	K
4699	Chr09	3250000	3350000	4	K
4700	Chr09	4450000	4550000	1	K
4701	Chr09	5500000	5600000	1	K
4702	Chr09	6550000	6650000	8	K
4703	Chr09	7150000	7250000	7	K
4704	Chr09	7900000	8000000	4	K
4705	Chr09	10700000	10800000	2	K
4706	Chr09	11400000	11500000	7	K
4707	Chr09	11850000	11950000	1	K
4708	Chr09	12300000	12400000	1	K
4709	Chr09	13200000	13300000	2	K
4710	Chr09	13700000	13800000	7	K
4711	Chr09	17500000	17600000	4	K
4712	Chr09	18700000	18800000	5	K
4713	Chr09	20050000	20150000	2	K
4714	Chr09	22400000	22500000	3	K
4715	Chr09	23300000	23400000	0	K
4716	Chr09	23800000	23900000	0	K
4717	Chr09	25250000	25350000	1	K
4718	Chr09	25500000	25600000	0	K
4719	Chr09	26700000	26800000	2	K
4720	Chr09	27300000	27400000	1	K
4721	Chr09	27600000	27700000	1	K
4722	Chr09	30000000	30100000	0	K
4723	Chr09	30600000	30700000	5	K
4724	Chr09	31000000	31100000	2	K
4725	Chr09	35350000	35450000	0	K
4726	Chr09	36100000	36200000	0	K
4727	Chr09	37400000	37500000	1	K
4728	Chr09	40050000	40150000	2	K
4729	Chr09	40750000	40850000	3	K
4730	Chr09	41500000	41600000	4	K
4731	Chr09	43600000	43700000	2	K
4732	Chr09	44300000	44400000	5	K
4733	Chr09	45550000	45650000	2	K
4734	Chr09	47300000	47400000	0	K
4735	Chr09	48400000	48500000	1	K
4736	Chr09	50550000	50650000	5	K
4737	Chr09	53800000	53900000	0	K
4738	Chr09	54850000	54950000	1	K
4739	Chr09	56700000	56800000	0	K
4740	Chr09	61450000	61550000	1	K
4741	Chr09	66400000	66500000	1	K
4742	Chr09	67500000	67600000	3	K
4743	Chr09	67850000	67950000	0	K
4744	Chr09	69400000	69500000	1	K
4745	Chr09	71350000	71450000	3	K
4746	Chr09	71800000	71900000	2	K
4747	Chr09	74750000	74850000	1	K
4748	Chr09	75950000	76050000	0	K
4749	Chr09	77000000	77100000	2	K
4750	Chr09	78700000	78800000	2	K
4751	Chr09	80150000	80250000	0	K
4752	Chr09	81200000	81300000	1	K
4753	Chr09	81600000	81700000	1	K
4754	Chr09	84650000	84750000	0	K
4755	Chr09	86600000	86700000	1	K
4756	Chr09	87200000	87300000	7	K
4757	Chr09	87400000	87500000	1	K
4758	Chr09	88600000	88700000	3	K
4759	Chr09	89750000	89850000	5	K
4760	Chr09	90900000	91000000	4	K
4761	Chr09	91800000	91900000	6	K
4762	Chr09	92100000	92200000	9	K
4763	Chr09	92500000	92600000	1	K
4764	Chr09	93400000	93500000	2	K
4765	Chr09	94500000	94600000	1	K
4766	Chr09	94950000	95050000	0	K
4767	Chr09	96950000	97050000	4	K
4768	Chr09	98000000	98100000	6	K
4769	Chr09	98950000	99050000	7	K
4770	Chr09	100350000	100450000	9	K
4771	Chr09	100850000	100950000	5	K
4772	Chr09	101300000	101400000	7	K
4773	Chr09	104250000	104350000	9	K
4774	Chr09	105300000	105400000	8	K
4775	Chr09	106250000	106350000	4	K
4776	Chr09	106800000	106900000	5	K
4777	Chr09	108900000	109000000	7	K
4778	Chr09	109700000	109800000	4	K
4779	Chr09	110400000	110500000	10	K
4780	Chr09	111650000	111750000	5	K
4781	Chr09	112000000	112100000	9	K
4782	Chr09	112850000	112950000	9	K
4783	Chr09	113850000	113950000	2	K
4784	Chr09	114750000	114850000	7	K
4785	Chr09	115600000	115700000	7	K
4786	Chr09	116200000	116300000	8	K
4787	Chr09	116500000	116600000	0	K
4788	Chr09	118200000	118300000	5	K
4789	Chr09	118550000	118650000	8	K
4790	Chr09	119600000	119700000	8	K
4791	Chr09	120650000	120750000	9	K
4792	Chr09	122500000	122600000	12	K
4793	Chr09	124250000	124350000	8	K
4794	Chr09	124600000	124700000	8	K
4795	Chr09	124950000	125050000	13	K
4796	Chr09	125300000	125400000	14	K
4797	Chr09	127050000	127150000	7	K
4798	Chr09	127600000	127700000	15	K
4799	Chr09	128550000	128650000	13	K
4800	Chr09	129200000	129300000	14	K
4801	Chr09	131250000	131350000	11	K
4802	Chr09	132200000	132300000	10	K
4803	Chr09	0	100000	1	K
4804	Chr09	7350000	7450000	2	K
4805	Chr09	9050000	9150000	2	K
4806	Chr09	9450000	9550000	1	K
4807	Chr09	14050000	14150000	8	K
4808	Chr09	19550000	19650000	1	K
4809	Chr09	21000000	21100000	2	K
4810	Chr09	24650000	24750000	0	K
4811	Chr09	31600000	31700000	2	K
4812	Chr09	32250000	32350000	4	K
4813	Chr09	33950000	34050000	2	K
4814	Chr09	53350000	53450000	3	K
4815	Chr09	58200000	58300000	1	K
4816	Chr09	62550000	62650000	1	K
4817	Chr09	63050000	63150000	3	K
4818	Chr09	64900000	65000000	2	K
4819	Chr09	66850000	66950000	0	K
4820	Chr09	68450000	68550000	3	K
4821	Chr09	72500000	72600000	4	K
4822	Chr09	72900000	73000000	1	K
4823	Chr09	73300000	73400000	2	K
4824	Chr09	73800000	73900000	1	K
4825	Chr09	81800000	81900000	2	K
4826	Chr09	82850000	82950000	2	K
4827	Chr09	88100000	88200000	2	K
4828	Chr09	90450000	90550000	3	K
4829	Chr09	95950000	96050000	2	K
4830	Chr09	96500000	96600000	4	K
4831	Chr09	97650000	97750000	6	K
4832	Chr09	103300000	103400000	5	K
4833	Chr09	108400000	108500000	4	K
4834	Chr09	112200000	112300000	5	K
4835	Chr09	118900000	119000000	7	K
4836	Chr09	123500000	123600000	8	K
4837	Chr09	128850000	128950000	13	K
4838	Chr09	130050000	130150000	13	K
4839	Chr10	16700000	16800000	1	K
4840	Chr10	125750000	125850000	2	K
4841	Chr10	11500000	11600000	6	K
4842	Chr10	29350000	29450000	2	K
4843	Chr10	48150000	48250000	2	K
4844	Chr10	53450000	53550000	0	K
4845	Chr10	62900000	63000000	4	K
4846	Chr10	76500000	76600000	1	K
4847	Chr10	86950000	87050000	0	K
4848	Chr10	95400000	95500000	1	K
4849	Chr10	102750000	102850000	2	K
4850	Chr10	110050000	110150000	1	K
4851	Chr10	119450000	119550000	1	K
4852	Chr10	131000000	131100000	0	K
4853	Chr10	133100000	133200000	3	K
4854	Chr10	750000	850000	6	K
4855	Chr10	3400000	3500000	4	K
4856	Chr10	4800000	4900000	3	K
4857	Chr10	6650000	6750000	4	K
4858	Chr10	7600000	7700000	4	K
4859	Chr10	8450000	8550000	1	K
4860	Chr10	12650000	12750000	1	K
4861	Chr10	14400000	14500000	6	K
4862	Chr10	16350000	16450000	3	K
4863	Chr10	17550000	17650000	0	K
4864	Chr10	18400000	18500000	3	K
4865	Chr10	19300000	19400000	3	K
4866	Chr10	20750000	20850000	5	K
4867	Chr10	22100000	22200000	5	K
4868	Chr10	22400000	22500000	5	K
4869	Chr10	24200000	24300000	3	K
4870	Chr10	24600000	24700000	3	K
4871	Chr10	25400000	25500000	2	K
4872	Chr10	26400000	26500000	6	K
4873	Chr10	26950000	27050000	3	K
4874	Chr10	28400000	28500000	4	K
4875	Chr10	28800000	28900000	4	K
4876	Chr10	30100000	30200000	0	K
4877	Chr10	31550000	31650000	3	K
4878	Chr10	31950000	32050000	3	K
4879	Chr10	33250000	33350000	1	K
4880	Chr10	35100000	35200000	2	K
4881	Chr10	36750000	36850000	1	K
4882	Chr10	37300000	37400000	0	K
4883	Chr10	38450000	38550000	3	K
4884	Chr10	39050000	39150000	3	K
4885	Chr10	39900000	40000000	0	K
4886	Chr10	42250000	42350000	1	K
4887	Chr10	43350000	43450000	4	K
4888	Chr10	44900000	45000000	4	K
4889	Chr10	45800000	45900000	3	K
4890	Chr10	49650000	49750000	1	K
4891	Chr10	50450000	50550000	1	K
4892	Chr10	53850000	53950000	0	K
4893	Chr10	55950000	56050000	2	K
4894	Chr10	57100000	57200000	0	K
4895	Chr10	59200000	59300000	0	K
4896	Chr10	62500000	62600000	0	K
4897	Chr10	64150000	64250000	1	K
4898	Chr10	65400000	65500000	1	K
4899	Chr10	66950000	67050000	4	K
4900	Chr10	67450000	67550000	3	K
4901	Chr10	67700000	67800000	2	K
4902	Chr10	71500000	71600000	3	K
4903	Chr10	71800000	71900000	0	K
4904	Chr10	72150000	72250000	0	K
4905	Chr10	73600000	73700000	1	K
4906	Chr10	74000000	74100000	0	K
4907	Chr10	76800000	76900000	3	K
4908	Chr10	78300000	78400000	1	K
4909	Chr10	78750000	78850000	1	K
4910	Chr10	80200000	80300000	3	K
4911	Chr10	81200000	81300000	1	K
4912	Chr10	83400000	83500000	2	K
4913	Chr10	84050000	84150000	2	K
4914	Chr10	85000000	85100000	2	K
4915	Chr10	86450000	86550000	2	K
4916	Chr10	88250000	88350000	0	K
4917	Chr10	89500000	89600000	1	K
4918	Chr10	90750000	90850000	1	K
4919	Chr10	92750000	92850000	5	K
4920	Chr10	95800000	95900000	1	K
4921	Chr10	96250000	96350000	2	K
4922	Chr10	96850000	96950000	1	K
4923	Chr10	97350000	97450000	2	K
4924	Chr10	98750000	98850000	1	K
4925	Chr10	100900000	101000000	2	K
4926	Chr10	103150000	103250000	1	K
4927	Chr10	103650000	103750000	5	K
4928	Chr10	106250000	106350000	5	K
4929	Chr10	106750000	106850000	2	K
4930	Chr10	107150000	107250000	3	K
4931	Chr10	108300000	108400000	1	K
4932	Chr10	109400000	109500000	2	K
4933	Chr10	112000000	112100000	0	K
4934	Chr10	112300000	112400000	2	K
4935	Chr10	112950000	113050000	2	K
4936	Chr10	113550000	113650000	5	K
4937	Chr10	114400000	114500000	3	K
4938	Chr10	117000000	117100000	1	K
4939	Chr10	118200000	118300000	3	K
4940	Chr10	119100000	119200000	5	K
4941	Chr10	121500000	121600000	2	K
4942	Chr10	122850000	122950000	1	K
4943	Chr10	124850000	124950000	1	K
4944	Chr10	127250000	127350000	4	K
4945	Chr10	128000000	128100000	3	K
4946	Chr10	128500000	128600000	5	K
4947	Chr10	128800000	128900000	2	K
4948	Chr10	129300000	129400000	1	K
4949	Chr10	129800000	129900000	1	K
4950	Chr10	131700000	131800000	3	K
4951	Chr10	132700000	132800000	4	K
4952	Chr10	135600000	135700000	5	K
4953	Chr10	137200000	137300000	1	K
4954	Chr10	138500000	138600000	4	K
4955	Chr10	139300000	139400000	5	K
4956	Chr10	140850000	140950000	2	K
4957	Chr10	143700000	143800000	4	K
4958	Chr10	145350000	145450000	6	K
4959	Chr10	145800000	145900000	4	K
4960	Chr10	146850000	146950000	0	K
4961	Chr10	147550000	147650000	2	K
4962	Chr10	148450000	148550000	5	K
4963	Chr10	148950000	149050000	11	K
4964	Chr10	150450000	150550000	3	K
4965	Chr10	151450000	151550000	2	K
4966	Chr10	154600000	154700000	0	K
4967	Chr10	154900000	155000000	1	K
4968	Chr10	155500000	155600000	5	K
4969	Chr10	157800000	157900000	9	K
4970	Chr10	159500000	159600000	4	K
4971	Chr10	160300000	160400000	3	K
4972	Chr10	161000000	161100000	3	K
4973	Chr10	163150000	163250000	8	K
4974	Chr10	163750000	163850000	11	K
4975	Chr10	164150000	164250000	6	K
4976	Chr10	165400000	165500000	14	K
4977	Chr10	166000000	166100000	11	K
4978	Chr10	168350000	168450000	16	K
4979	Chr10	169600000	169700000	12	K
4980	Chr10	0	50000	2	K
4981	Chr10	2250000	2350000	7	K
4982	Chr10	3950000	4050000	2	K
4983	Chr10	5250000	5350000	7	K
4984	Chr10	5900000	6000000	3	K
4985	Chr10	8000000	8100000	6	K
4986	Chr10	9700000	9800000	0	K
4987	Chr10	13400000	13500000	3	K
4988	Chr10	15600000	15700000	3	K
4989	Chr10	17200000	17300000	2	K
4990	Chr10	18750000	18850000	5	K
4991	Chr10	20200000	20300000	5	K
4992	Chr10	21650000	21750000	5	K
4993	Chr10	23200000	23300000	3	K
4994	Chr10	34100000	34200000	6	K
4995	Chr10	58350000	58450000	0	K
4996	Chr10	60050000	60150000	2	K
4997	Chr10	62150000	62250000	1	K
4998	Chr10	63450000	63550000	2	K
4999	Chr10	64900000	65000000	2	K
5000	Chr10	65800000	65900000	2	K
5001	Chr10	69350000	69450000	0	K
