line	Chrs	start	end	TEcoverage	type	genome
4777	Chr09	108900000	109000000	0.4892600	conserved	K
4778	Chr09	109700000	109800000	0.4984800	specific	K
4779	Chr09	110400000	110500000	0.1766000	conserved	K
4780	Chr09	111650000	111750000	0.5272700	conserved	K
4781	Chr09	112000000	112100000	0.3067800	conserved	K
4782	Chr09	112850000	112950000	0.4037900	conserved	K
4783	Chr09	113850000	113950000	0.7180500	conserved	K
4784	Chr09	114750000	114850000	0.3040800	conserved	K
4785	Chr09	115600000	115700000	0.6041900	conserved	K
4786	Chr09	116200000	116300000	0.3394100	conserved	K
4787	Chr09	116500000	116600000	0.8261400	specific	K
4788	Chr09	118200000	118300000	0.4902600	specific	K
4789	Chr09	118550000	118650000	0.4829200	conserved	K
4790	Chr09	119600000	119700000	0.4886100	conserved	K
4791	Chr09	120650000	120750000	0.2786400	conserved	K
4792	Chr09	122500000	122600000	0.3338100	conserved	K
4793	Chr09	124250000	124350000	0.4320200	specific	K
4794	Chr09	124600000	124700000	0.4042800	specific	K
4795	Chr09	124950000	125050000	0.2665100	conserved	K
4796	Chr09	125300000	125400000	0.3467600	specific	K
4797	Chr09	127050000	127150000	0.1416900	conserved	K
4798	Chr09	127600000	127700000	0.0743500	specific	K
4799	Chr09	128550000	128650000	0.1727400	specific	K
4800	Chr09	129200000	129300000	0.3014600	specific	K
4801	Chr09	131250000	131350000	0.2674600	conserved	K
4802	Chr09	132200000	132300000	0.3094400	conserved	K
4803	Chr09	0	100000	0.8798800	specific	K
4804	Chr09	7350000	7450000	0.5811300	conserved	K
4805	Chr09	9050000	9150000	0.8320900	specific	K
4806	Chr09	9450000	9550000	0.7949700	conserved	K
4807	Chr09	14050000	14150000	0.5716800	conserved	K
4808	Chr09	19550000	19650000	0.7261600	specific	K
4809	Chr09	21000000	21100000	0.5854700	conserved	K
4810	Chr09	24650000	24750000	0.8649200	specific	K
4811	Chr09	31600000	31700000	0.8068000	conserved	K
4812	Chr09	32250000	32350000	0.7075400	conserved	K
4813	Chr09	33950000	34050000	0.7274100	conserved	K
4814	Chr09	53350000	53450000	0.7374700	conserved	K
4815	Chr09	58200000	58300000	0.8417600	specific	K
4816	Chr09	62550000	62650000	0.5290700	conserved	K
4817	Chr09	63050000	63150000	0.5947000	conserved	K
4818	Chr09	64900000	65000000	0.8384900	specific	K
4819	Chr09	66850000	66950000	0.8821200	specific	K
4820	Chr09	68450000	68550000	0.6057500	conserved	K
4821	Chr09	72500000	72600000	0.6639600	specific	K
4822	Chr09	72900000	73000000	0.8895800	conserved	K
4823	Chr09	73300000	73400000	0.8792700	specific	K
4824	Chr09	73800000	73900000	0.9491100	specific	K
4825	Chr09	81800000	81900000	0.8438800	conserved	K
4826	Chr09	82850000	82950000	0.7255500	specific	K
4827	Chr09	88100000	88200000	0.7691600	specific	K
4828	Chr09	90450000	90550000	0.6317800	specific	K
4829	Chr09	95950000	96050000	0.8510600	specific	K
4830	Chr09	96500000	96600000	0.5910600	specific	K
4831	Chr09	97650000	97750000	0.5597300	conserved	K
4832	Chr09	103300000	103400000	0.5680200	specific	K
4833	Chr09	108400000	108500000	0.5587700	specific	K
4834	Chr09	112200000	112300000	0.4490500	specific	K
4835	Chr09	118900000	119000000	0.4626400	specific	K
4836	Chr09	123500000	123600000	0.1738100	specific	K
4837	Chr09	128850000	128950000	0.2741000	conserved	K
4838	Chr09	130050000	130150000	0.2836700	conserved	K
4839	Chr10	16700000	16800000	0.7868200	specific	K
4840	Chr10	125750000	125850000	0.5328400	conserved	K
4841	Chr10	11500000	11600000	0.5001500	conserved	K
4842	Chr10	29350000	29450000	0.6362700	specific	K
4843	Chr10	48150000	48250000	0.8828200	conserved	K
4844	Chr10	53450000	53550000	0.9148600	conserved	K
4845	Chr10	62900000	63000000	0.5708900	specific	K
4846	Chr10	76500000	76600000	0.7587200	conserved	K
4847	Chr10	86950000	87050000	0.9264600	specific	K
4848	Chr10	95400000	95500000	0.8210900	specific	K
4849	Chr10	102750000	102850000	0.7303100	specific	K
4850	Chr10	110050000	110150000	0.9389800	specific	K
4851	Chr10	119450000	119550000	0.9047500	conserved	K
4852	Chr10	131000000	131100000	0.9039000	conserved	K
4853	Chr10	133100000	133200000	0.7713400	conserved	K
4854	Chr10	750000	850000	0.5149200	conserved	K
4855	Chr10	3400000	3500000	0.3645100	conserved	K
4856	Chr10	4800000	4900000	0.4610100	conserved	K
4857	Chr10	6650000	6750000	0.7716200	conserved	K
4858	Chr10	7600000	7700000	0.4066600	conserved	K
4859	Chr10	8450000	8550000	0.6991200	specific	K
4860	Chr10	12650000	12750000	0.6676300	specific	K
4861	Chr10	14400000	14500000	0.6419200	specific	K
4862	Chr10	16350000	16450000	0.7235900	conserved	K
4863	Chr10	17550000	17650000	0.6039600	specific	K
4864	Chr10	18400000	18500000	0.4658900	conserved	K
4865	Chr10	19300000	19400000	0.7689700	conserved	K
4866	Chr10	20750000	20850000	0.6958100	specific	K
4867	Chr10	22100000	22200000	0.5187700	conserved	K
4868	Chr10	22400000	22500000	0.4983200	conserved	K
4869	Chr10	24200000	24300000	0.6754800	conserved	K
4870	Chr10	24600000	24700000	0.6678600	specific	K
4871	Chr10	25400000	25500000	0.7986200	conserved	K
4872	Chr10	26400000	26500000	0.5562600	conserved	K
4873	Chr10	26950000	27050000	0.6753100	conserved	K
4874	Chr10	28400000	28500000	0.6716900	specific	K
4875	Chr10	28800000	28900000	0.7477300	specific	K
4876	Chr10	30100000	30200000	0.9515500	specific	K
4877	Chr10	31550000	31650000	0.6749100	specific	K
4878	Chr10	31950000	32050000	0.7513600	conserved	K
4879	Chr10	33250000	33350000	0.7461200	specific	K
4880	Chr10	35100000	35200000	0.7237300	specific	K
4881	Chr10	36750000	36850000	0.6383900	conserved	K
4882	Chr10	37300000	37400000	0.9051000	specific	K
4883	Chr10	38450000	38550000	0.8010900	conserved	K
4884	Chr10	39050000	39150000	0.8307700	conserved	K
4885	Chr10	39900000	40000000	0.8721800	conserved	K
4886	Chr10	42250000	42350000	0.8410900	specific	K
4887	Chr10	43350000	43450000	0.6938500	conserved	K
4888	Chr10	44900000	45000000	0.6805300	specific	K
4889	Chr10	45800000	45900000	0.7516300	conserved	K
4890	Chr10	49650000	49750000	0.7971700	specific	K
4891	Chr10	50450000	50550000	0.8414700	conserved	K
4892	Chr10	53850000	53950000	0.8996300	conserved	K
4893	Chr10	55950000	56050000	0.8185900	specific	K
4894	Chr10	57100000	57200000	0.8922800	conserved	K
4895	Chr10	59200000	59300000	0.9702900	conserved	K
4896	Chr10	62500000	62600000	0.8749200	specific	K
4897	Chr10	64150000	64250000	0.8703100	specific	K
4898	Chr10	65400000	65500000	0.9328500	specific	K
4899	Chr10	66950000	67050000	0.5093600	conserved	K
4900	Chr10	67450000	67550000	0.6751800	conserved	K
4901	Chr10	67700000	67800000	0.7836800	specific	K
4902	Chr10	71500000	71600000	0.7385300	conserved	K
4903	Chr10	71800000	71900000	0.9298600	specific	K
4904	Chr10	72150000	72250000	0.9910200	specific	K
4905	Chr10	73600000	73700000	0.9541200	specific	K
4906	Chr10	74000000	74100000	0.9657300	specific	K
4907	Chr10	76800000	76900000	0.7680700	specific	K
4908	Chr10	78300000	78400000	0.8287400	specific	K
4909	Chr10	78750000	78850000	0.8925000	conserved	K
4910	Chr10	80200000	80300000	0.7240300	conserved	K
4911	Chr10	81200000	81300000	0.9599600	conserved	K
4912	Chr10	83400000	83500000	0.8068000	specific	K
4913	Chr10	84050000	84150000	0.7132000	specific	K
4914	Chr10	85000000	85100000	0.5915100	conserved	K
4915	Chr10	86450000	86550000	0.8199500	conserved	K
4916	Chr10	88250000	88350000	0.9486400	specific	K
4917	Chr10	89500000	89600000	0.5877700	specific	K
4918	Chr10	90750000	90850000	0.6127600	specific	K
4919	Chr10	92750000	92850000	0.6174900	specific	K
4920	Chr10	95800000	95900000	0.8384700	conserved	K
4921	Chr10	96250000	96350000	0.6822900	conserved	K
4922	Chr10	96850000	96950000	0.8225000	specific	K
4923	Chr10	97350000	97450000	0.7307300	conserved	K
4924	Chr10	98750000	98850000	0.7276100	specific	K
4925	Chr10	100900000	101000000	0.8902100	conserved	K
4926	Chr10	103150000	103250000	0.7168000	conserved	K
4927	Chr10	103650000	103750000	0.7103500	specific	K
4928	Chr10	106250000	106350000	0.5003000	specific	K
4929	Chr10	106750000	106850000	0.7530100	conserved	K
4930	Chr10	107150000	107250000	0.7218600	specific	K
4931	Chr10	108300000	108400000	0.7718500	specific	K
4932	Chr10	109400000	109500000	0.8693500	specific	K
4933	Chr10	112000000	112100000	0.8410900	conserved	K
4934	Chr10	112300000	112400000	0.7574500	specific	K
4935	Chr10	112950000	113050000	0.6847300	conserved	K
4936	Chr10	113550000	113650000	0.2794800	conserved	K
4937	Chr10	114400000	114500000	0.7114500	conserved	K
4938	Chr10	117000000	117100000	0.9698700	specific	K
4939	Chr10	118200000	118300000	0.7533500	conserved	K
4940	Chr10	119100000	119200000	0.6189100	conserved	K
4941	Chr10	121500000	121600000	0.5682800	specific	K
4942	Chr10	122850000	122950000	0.5648300	conserved	K
4943	Chr10	124850000	124950000	0.7161400	conserved	K
4944	Chr10	127250000	127350000	0.5848400	conserved	K
4945	Chr10	128000000	128100000	0.7993000	conserved	K
4946	Chr10	128500000	128600000	0.7052100	specific	K
4947	Chr10	128800000	128900000	0.6015300	specific	K
4948	Chr10	129300000	129400000	0.8260300	specific	K
4949	Chr10	129800000	129900000	0.7284900	conserved	K
4950	Chr10	131700000	131800000	0.7486200	specific	K
4951	Chr10	132700000	132800000	0.7743500	specific	K
4952	Chr10	135600000	135700000	0.5569300	conserved	K
4953	Chr10	137200000	137300000	0.9532400	specific	K
4954	Chr10	138500000	138600000	0.6781900	conserved	K
4955	Chr10	139300000	139400000	0.6463900	specific	K
4956	Chr10	140850000	140950000	0.7259200	specific	K
4957	Chr10	143700000	143800000	0.6337000	conserved	K
4958	Chr10	145350000	145450000	0.6231800	conserved	K
4959	Chr10	145800000	145900000	0.7246400	conserved	K
4960	Chr10	146850000	146950000	0.9737700	specific	K
4961	Chr10	147550000	147650000	0.6033700	conserved	K
4962	Chr10	148450000	148550000	0.4554400	conserved	K
4963	Chr10	148950000	149050000	0.4191800	conserved	K
4964	Chr10	150450000	150550000	0.6818500	specific	K
4965	Chr10	151450000	151550000	0.7773300	specific	K
4966	Chr10	154600000	154700000	0.8849300	conserved	K
4967	Chr10	154900000	155000000	0.8528500	specific	K
4968	Chr10	155500000	155600000	0.4422800	specific	K
4969	Chr10	157800000	157900000	0.4953500	conserved	K
4970	Chr10	159500000	159600000	0.5107000	specific	K
4971	Chr10	160300000	160400000	0.6495500	specific	K
4972	Chr10	161000000	161100000	0.8284200	specific	K
4973	Chr10	163150000	163250000	0.5212700	conserved	K
4974	Chr10	163750000	163850000	0.1541900	conserved	K
4975	Chr10	164150000	164250000	0.5684000	specific	K
4976	Chr10	165400000	165500000	0.0694600	conserved	K
4977	Chr10	166000000	166100000	0.3624900	specific	K
4978	Chr10	168350000	168450000	0.1481600	conserved	K
4979	Chr10	169600000	169700000	0.2868100	specific	K
4980	Chr10	0	50000	0.5361200	conserved	K
4981	Chr10	2250000	2350000	0.3992200	conserved	K
4982	Chr10	3950000	4050000	0.8286700	specific	K
4983	Chr10	5250000	5350000	0.3534500	conserved	K
4984	Chr10	5900000	6000000	0.7151500	specific	K
4985	Chr10	8000000	8100000	0.4210300	specific	K
4986	Chr10	9700000	9800000	0.8670800	specific	K
4987	Chr10	13400000	13500000	0.6460900	conserved	K
4988	Chr10	15600000	15700000	0.8312400	specific	K
4989	Chr10	17200000	17300000	0.5725600	specific	K
4990	Chr10	18750000	18850000	0.6275600	specific	K
4991	Chr10	20200000	20300000	0.6918200	conserved	K
4992	Chr10	21650000	21750000	0.7174300	conserved	K
4993	Chr10	23200000	23300000	0.4120300	conserved	K
4994	Chr10	34100000	34200000	0.5498700	conserved	K
4995	Chr10	58350000	58450000	0.9002900	specific	K
4996	Chr10	60050000	60150000	0.8183300	conserved	K
4997	Chr10	62150000	62250000	0.6387400	conserved	K
4998	Chr10	63450000	63550000	0.7952800	specific	K
4999	Chr10	64900000	65000000	0.6764200	conserved	K
5000	Chr10	65800000	65900000	0.6277900	conserved	K
5001	Chr10	69350000	69450000	0.8755900	conserved	K
5002	Chr10	70000000	70100000	0.8956300	conserved	K
5003	Chr10	74600000	74700000	0.7081800	conserved	K
5004	Chr10	76050000	76150000	0.6753500	specific	K
5005	Chr10	77750000	77850000	0.8119800	specific	K
5006	Chr10	79700000	79800000	0.7801600	conserved	K
5007	Chr10	81800000	81900000	0.6196900	conserved	K
5008	Chr10	87450000	87550000	0.8164300	specific	K
5009	Chr10	89150000	89250000	0.7517600	specific	K
5010	Chr10	92300000	92400000	0.7042500	specific	K
5011	Chr10	99100000	99200000	0.8775400	specific	K
5012	Chr10	99900000	100000000	0.4461300	conserved	K
5013	Chr10	102500000	102600000	0.7237600	specific	K
5014	Chr10	105150000	105250000	0.6587300	specific	K
5015	Chr10	105800000	105900000	0.5856100	conserved	K
5016	Chr10	107500000	107600000	0.7687900	conserved	K
5017	Chr10	111550000	111650000	0.6319600	specific	K
5018	Chr10	114850000	114950000	0.7041700	conserved	K
5019	Chr10	119800000	119900000	0.9644900	specific	K
5020	Chr10	121250000	121350000	0.8255300	specific	K
5021	Chr10	122450000	122550000	0.6245400	conserved	K
5022	Chr10	125050000	125150000	0.8466000	conserved	K
5023	Chr10	134350000	134450000	0.7129700	conserved	K
5024	Chr10	134750000	134850000	0.6290300	conserved	K
5025	Chr10	137900000	138000000	0.5765800	specific	K
5026	Chr10	139600000	139700000	0.8216200	conserved	K
5027	Chr10	140250000	140350000	0.7768200	conserved	K
5028	Chr10	142350000	142450000	0.6142200	conserved	K
5029	Chr10	144050000	144150000	0.6005400	conserved	K
5030	Chr10	144450000	144550000	0.7168900	specific	K
5031	Chr10	144850000	144950000	0.7701600	specific	K
5032	Chr10	146550000	146650000	0.5700800	conserved	K
5033	Chr10	149700000	149800000	0.5557500	conserved	K
5034	Chr10	150750000	150850000	0.7938600	specific	K
5035	Chr10	152200000	152300000	0.6558300	specific	K
5036	Chr10	153500000	153600000	0.5278700	conserved	K
5037	Chr10	155200000	155300000	0.7121200	conserved	K
5038	Chr10	157550000	157650000	0.7600900	conserved	K
5039	Chr10	158350000	158450000	0.5857900	conserved	K
5040	Chr10	161900000	162000000	0.5800300	conserved	K
5041	Chr10	166750000	166850000	0.1538300	specific	K
5042	Chr11	25150000	25250000	0.6290500	conserved	K
5043	Chr11	41900000	42000000	0.5870700	conserved	K
5044	Chr11	167700000	167800000	0.3137900	conserved	K
5045	Chr11	950000	1050000	0.4533500	specific	K
5046	Chr11	2000000	2100000	0.3814800	specific	K
5047	Chr11	4100000	4200000	0.6483800	specific	K
5048	Chr11	23000000	23100000	0.6516800	conserved	K
5049	Chr11	24050000	24150000	0.6259000	conserved	K
5050	Chr11	39750000	39850000	0.8792100	specific	K
5051	Chr11	52400000	52500000	0.7807300	specific	K
5052	Chr11	54500000	54600000	0.7978600	conserved	K
5053	Chr11	61800000	61900000	0.8249400	specific	K
5054	Chr11	76450000	76550000	0.8006800	conserved	K
5055	Chr11	87000000	87100000	0.6777500	specific	K
5056	Chr11	94350000	94450000	0.5761500	specific	K
5057	Chr11	110050000	110150000	0.8308100	specific	K
5058	Chr11	121550000	121650000	0.7822600	conserved	K
5059	Chr11	144650000	144750000	0.3991800	conserved	K
5060	Chr11	162500000	162600000	0.5815800	conserved	K
5061	Chr11	163500000	163600000	0.3571400	conserved	K
5062	Chr11	164550000	164650000	0.6076100	specific	K
5063	Chr11	174000000	174100000	0.4795200	conserved	K
5064	Chr11	1350000	1450000	0.2315400	specific	K
5065	Chr11	1650000	1750000	0.1114300	conserved	K
5066	Chr11	2750000	2850000	0.5862800	conserved	K
5067	Chr11	3250000	3350000	0.2369100	conserved	K
5068	Chr11	3850000	3950000	0.3453100	specific	K
5069	Chr11	4550000	4650000	0.5203800	specific	K
5070	Chr11	5350000	5450000	0.5917700	specific	K
5071	Chr11	7650000	7750000	0.7685700	specific	K
5072	Chr11	8750000	8850000	0.6879800	conserved	K
5073	Chr11	9550000	9650000	0.4174400	conserved	K
5074	Chr11	10650000	10750000	0.4401700	conserved	K
5075	Chr11	11250000	11350000	0.5191700	specific	K
5076	Chr11	12650000	12750000	0.6361400	conserved	K
5077	Chr11	13450000	13550000	0.6319700	specific	K
5078	Chr11	14400000	14500000	0.6585300	specific	K
5079	Chr11	16850000	16950000	0.5838300	conserved	K
5080	Chr11	18550000	18650000	0.7535800	specific	K
5081	Chr11	22400000	22500000	0.6536000	specific	K
5082	Chr11	23550000	23650000	0.5458400	specific	K
5083	Chr11	25600000	25700000	0.7866200	conserved	K
5084	Chr11	27000000	27100000	0.7189500	conserved	K
5085	Chr11	28100000	28200000	0.8399400	specific	K
5086	Chr11	28900000	29000000	0.9679300	specific	K
5087	Chr11	31900000	32000000	0.8696000	conserved	K
5088	Chr11	33000000	33100000	0.7034800	conserved	K
5089	Chr11	33400000	33500000	0.9258200	specific	K
5090	Chr11	34650000	34750000	0.6371000	conserved	K
5091	Chr11	34900000	35000000	0.6020400	conserved	K
5092	Chr11	36950000	37050000	0.6411100	specific	K
5093	Chr11	39000000	39100000	0.6789200	conserved	K
5094	Chr11	39400000	39500000	0.7598500	conserved	K
5095	Chr11	43700000	43800000	0.8290000	specific	K
5096	Chr11	44900000	45000000	0.8883900	specific	K
5097	Chr11	45650000	45750000	0.8428300	specific	K
5098	Chr11	46200000	46300000	0.8801700	conserved	K
5099	Chr11	47350000	47450000	0.9841700	specific	K
5100	Chr11	48750000	48850000	0.9429200	specific	K
5101	Chr11	49400000	49500000	0.9574300	conserved	K
5102	Chr11	50500000	50600000	0.9775600	specific	K
5103	Chr11	55900000	56000000	0.7258500	conserved	K
5104	Chr11	58100000	58200000	0.9455000	conserved	K
5105	Chr11	59850000	59950000	0.7102700	specific	K
5106	Chr11	60500000	60600000	0.7504700	specific	K
5107	Chr11	60850000	60950000	0.3786000	conserved	K
5108	Chr11	61200000	61300000	0.8041900	conserved	K
5109	Chr11	62350000	62450000	0.8203800	conserved	K
5110	Chr11	63150000	63250000	0.6987800	conserved	K
5111	Chr11	63750000	63850000	0.9082900	specific	K
5112	Chr11	64300000	64400000	0.6417300	specific	K
5113	Chr11	68000000	68100000	0.8123700	specific	K
5114	Chr11	68600000	68700000	0.7239600	conserved	K
5115	Chr11	70600000	70700000	0.9225000	specific	K
5116	Chr11	71900000	72000000	0.7657100	specific	K
5117	Chr11	73600000	73700000	0.9145900	conserved	K
5118	Chr11	73850000	73950000	0.9633300	specific	K
5119	Chr11	74950000	75050000	0.9535300	specific	K
5120	Chr11	75950000	76050000	0.6195100	specific	K
5121	Chr11	77400000	77500000	0.7605400	specific	K
5122	Chr11	78100000	78200000	0.8064200	specific	K
5123	Chr11	78750000	78850000	0.9547700	conserved	K
5124	Chr11	79750000	79850000	0.9148100	specific	K
5125	Chr11	80200000	80300000	0.8873400	specific	K
5126	Chr11	82700000	82800000	0.7856000	conserved	K
5127	Chr11	83550000	83650000	0.7431000	conserved	K
5128	Chr11	84000000	84100000	0.6335100	conserved	K
5129	Chr11	84450000	84550000	0.5593400	conserved	K
5130	Chr11	86500000	86600000	0.7158500	specific	K
5131	Chr11	87900000	88000000	0.7568500	conserved	K
5132	Chr11	90500000	90600000	0.9596300	conserved	K
5133	Chr11	92000000	92100000	0.8235300	specific	K
5134	Chr11	92350000	92450000	0.8869400	conserved	K
5135	Chr11	93150000	93250000	0.5816100	conserved	K
5136	Chr11	93500000	93600000	0.8143200	specific	K
5137	Chr11	95100000	95200000	0.8683800	specific	K
5138	Chr11	97850000	97950000	0.3594600	specific	K
5139	Chr11	98650000	98750000	0.8176500	specific	K
5140	Chr11	99800000	99900000	0.7686200	conserved	K
5141	Chr11	100350000	100450000	0.7813100	specific	K
5142	Chr11	101750000	101850000	0.9402700	conserved	K
5143	Chr11	104150000	104250000	0.8786500	conserved	K
5144	Chr11	108050000	108150000	0.6682100	conserved	K
5145	Chr11	108900000	109000000	0.9418800	conserved	K
5146	Chr11	111200000	111300000	0.7563700	specific	K
5147	Chr11	115650000	115750000	0.6611600	conserved	K
5148	Chr11	116100000	116200000	0.7568900	conserved	K
5149	Chr11	116950000	117050000	0.5578600	conserved	K
5150	Chr11	120450000	120550000	0.7863200	conserved	K
5151	Chr11	122250000	122350000	0.5968000	conserved	K
5152	Chr11	122850000	122950000	0.7572300	conserved	K
5153	Chr11	123050000	123150000	0.6434700	conserved	K
5154	Chr11	123550000	123650000	0.8009400	specific	K
5155	Chr11	123950000	124050000	0.7082700	conserved	K
5156	Chr11	124300000	124400000	0.8154100	specific	K
5157	Chr11	124900000	125000000	0.8578300	specific	K
5158	Chr11	125400000	125500000	0.7341700	conserved	K
5159	Chr11	126350000	126450000	0.7819600	specific	K
5160	Chr11	126700000	126800000	0.6541600	specific	K
5161	Chr11	128100000	128200000	0.8436300	conserved	K
5162	Chr11	128750000	128850000	0.9044500	specific	K
5163	Chr11	130500000	130600000	0.7355500	specific	K
5164	Chr11	131950000	132050000	0.8667700	specific	K
5165	Chr11	133250000	133350000	0.7968100	specific	K
5166	Chr11	135300000	135400000	0.7828500	specific	K
5167	Chr11	136000000	136100000	0.5754000	specific	K
5168	Chr11	137100000	137200000	0.8320600	specific	K
5169	Chr11	137400000	137500000	0.5530500	conserved	K
5170	Chr11	139050000	139150000	0.6687400	conserved	K
5171	Chr11	141200000	141300000	0.8339000	specific	K
5172	Chr11	141900000	142000000	0.7751500	conserved	K
5173	Chr11	142850000	142950000	0.5155200	specific	K
5174	Chr11	143850000	143950000	0.6651600	conserved	K
5175	Chr11	145600000	145700000	0.6584800	specific	K
5176	Chr11	145950000	146050000	0.3793000	conserved	K
5177	Chr11	147550000	147650000	0.6427400	specific	K
5178	Chr11	148550000	148650000	0.7985900	specific	K
5179	Chr11	149650000	149750000	0.4985100	conserved	K
5180	Chr11	151900000	152000000	0.3036000	conserved	K
5181	Chr11	152150000	152250000	0.5297500	specific	K
5182	Chr11	153450000	153550000	0.5344400	specific	K
5183	Chr11	154400000	154500000	0.7996800	conserved	K
5184	Chr11	155050000	155150000	0.5426300	specific	K
5185	Chr11	155550000	155650000	0.5602300	specific	K
5186	Chr11	155750000	155850000	0.4072100	conserved	K
5187	Chr11	156350000	156450000	0.7094300	conserved	K
5188	Chr11	157100000	157200000	0.9349600	specific	K
5189	Chr11	157400000	157500000	0.7202500	conserved	K
5190	Chr11	158200000	158300000	0.3699500	conserved	K
5191	Chr11	158800000	158900000	0.6489100	specific	K
5192	Chr11	160250000	160350000	0.4526300	conserved	K
5193	Chr11	161150000	161250000	0.6044100	conserved	K
5194	Chr11	162200000	162300000	0.6183400	specific	K
5195	Chr11	163700000	163800000	0.5172300	conserved	K
5196	Chr11	164850000	164950000	0.4920000	specific	K
5197	Chr11	165150000	165250000	0.4337800	conserved	K
5198	Chr11	165900000	166000000	0.3913200	conserved	K
5199	Chr11	166950000	167050000	0.5148300	conserved	K
5200	Chr11	169200000	169300000	0.4067600	specific	K
5201	Chr11	170250000	170350000	0.6410200	conserved	K
5202	Chr11	171000000	171100000	0.7302700	specific	K
5203	Chr11	171300000	171400000	0.5838400	specific	K
5204	Chr11	172150000	172250000	0.5478400	conserved	K
5205	Chr11	174650000	174750000	0.2264200	conserved	K
5206	Chr11	175200000	175300000	0.4179100	conserved	K
5207	Chr11	177900000	178000000	0.3234000	conserved	K
5208	Chr11	179400000	179500000	0.3533000	conserved	K
5209	Chr11	181250000	181350000	0.2922800	conserved	K
5210	Chr11	182300000	182400000	0.5628600	conserved	K
5211	Chr11	182750000	182850000	0.1144300	specific	K
5212	Chr11	183600000	183700000	0.2543600	specific	K
5213	Chr11	186200000	186300000	0.2883600	conserved	K
5214	Chr11	0	50000	0.4119000	conserved	K
5215	Chr11	400000	500000	0.3419600	conserved	K
5216	Chr11	3550000	3650000	0.3458400	specific	K
5217	Chr11	4850000	4950000	0.4672000	specific	K
5218	Chr11	6050000	6150000	0.6451400	conserved	K
5219	Chr11	6700000	6800000	0.7508800	conserved	K
5220	Chr11	9050000	9150000	0.5473300	specific	K
5221	Chr11	17700000	17800000	0.7585000	conserved	K
5222	Chr11	18100000	18200000	0.6742300	specific	K
5223	Chr11	19150000	19250000	0.4679000	conserved	K
5224	Chr11	19950000	20050000	0.7672700	specific	K
5225	Chr11	20600000	20700000	0.5998200	specific	K
5226	Chr11	22050000	22150000	0.5214800	specific	K
5227	Chr11	26500000	26600000	0.5908100	conserved	K
5228	Chr11	38300000	38400000	0.7377500	specific	K
5229	Chr11	41550000	41650000	0.6824300	conserved	K
5230	Chr11	43000000	43100000	0.9298200	conserved	K
5231	Chr11	45250000	45350000	0.9824900	specific	K
5232	Chr11	51250000	51350000	0.8858400	specific	K
5233	Chr11	53500000	53600000	0.9173300	specific	K
5234	Chr11	55600000	55700000	0.7929800	specific	K
5235	Chr11	56650000	56750000	0.7139800	conserved	K
5236	Chr11	57700000	57800000	0.8162300	conserved	K
5237	Chr11	59400000	59500000	0.9201300	conserved	K
5238	Chr11	68300000	68400000	0.7440700	conserved	K
5239	Chr11	71050000	71150000	0.9075100	specific	K
5240	Chr11	89150000	89250000	0.8784700	conserved	K
5241	Chr11	91500000	91600000	0.8318600	specific	K
5242	Chr11	92800000	92900000	0.7482000	conserved	K
5243	Chr11	93850000	93950000	0.6257100	conserved	K
5244	Chr11	96500000	96600000	0.9117400	specific	K
5245	Chr11	97000000	97100000	0.9483900	specific	K
5246	Chr11	107100000	107200000	0.6952000	conserved	K
5247	Chr11	108400000	108500000	0.7539100	conserved	K
5248	Chr11	113000000	113100000	0.6869200	conserved	K
5249	Chr11	113650000	113750000	0.7721900	conserved	K
5250	Chr11	117850000	117950000	0.6367100	conserved	K
5251	Chr11	119950000	120050000	0.9638800	specific	K
5252	Chr11	129900000	130000000	0.6959300	specific	K
5253	Chr11	133850000	133950000	0.3684800	specific	K
5254	Chr11	134900000	135000000	0.6000000	specific	K
5255	Chr11	138300000	138400000	0.3551100	conserved	K
5256	Chr11	139600000	139700000	0.7712900	specific	K
5257	Chr11	140000000	140100000	0.7853100	specific	K
5258	Chr11	140800000	140900000	0.5342100	conserved	K
5259	Chr11	144850000	144950000	0.6109300	specific	K
5260	Chr11	146950000	147050000	0.7442300	conserved	K
5261	Chr11	149050000	149150000	0.4547100	conserved	K
5262	Chr11	150350000	150450000	0.3895100	conserved	K
5263	Chr11	153900000	154000000	0.5235200	conserved	K
5264	Chr11	159150000	159250000	0.2737800	conserved	K
5265	Chr11	166350000	166450000	0.5275700	conserved	K
5266	Chr11	167400000	167500000	0.1946000	specific	K
5267	Chr11	168850000	168950000	0.5532600	conserved	K
5268	Chr11	171600000	171700000	0.4984300	conserved	K
5269	Chr11	172500000	172600000	0.3741700	conserved	K
5270	Chr11	174200000	174300000	0.4723200	conserved	K
5271	Chr11	176950000	177050000	0.1683800	conserved	K
5272	Chr11	186800000	186900000	0.4403700	specific	K
5273	Chr12	25100000	25200000	0.6315200	specific	K
5274	Chr12	109000000	109100000	0.7755700	conserved	K
5275	Chr12	125750000	125850000	0.6867000	conserved	K
5276	Chr12	150900000	151000000	0.9685300	specific	K
5277	Chr12	159350000	159450000	0.6199600	specific	K
5278	Chr12	13550000	13650000	0.5588600	conserved	K
5279	Chr12	14600000	14700000	0.7889000	conserved	K
5280	Chr12	17800000	17900000	0.5587600	conserved	K
5281	Chr12	51300000	51400000	0.8403200	conserved	K
5282	Chr12	68100000	68200000	0.6502600	conserved	K
5283	Chr12	69200000	69300000	0.8648500	conserved	K
5284	Chr12	82750000	82850000	0.9372200	specific	K
