line	Chrs	start	end	TEcoverage	genome
4475	Chr08	189700000	189800000	0.3064500	K
4476	Chr08	193900000	194000000	0.6539400	K
4477	Chr08	197050000	197150000	0.1986300	K
4478	Chr08	2550000	2650000	0.4892600	K
4479	Chr08	4800000	4900000	0.5207800	K
4480	Chr08	5050000	5150000	0.2562800	K
4481	Chr08	5550000	5650000	0.2894400	K
4482	Chr08	6150000	6250000	0.3707300	K
4483	Chr08	6750000	6850000	0.2891900	K
4484	Chr08	7400000	7500000	0.4252900	K
4485	Chr08	8200000	8300000	0.5323100	K
4486	Chr08	9650000	9750000	0.7803500	K
4487	Chr08	10600000	10700000	0.6911700	K
4488	Chr08	15000000	15100000	0.4448700	K
4489	Chr08	15800000	15900000	0.7243600	K
4490	Chr08	16250000	16350000	0.6883000	K
4491	Chr08	18000000	18100000	0.7356900	K
4492	Chr08	18700000	18800000	0.7349300	K
4493	Chr08	19300000	19400000	0.3903900	K
4494	Chr08	21100000	21200000	0.7182600	K
4495	Chr08	26300000	26400000	0.7546200	K
4496	Chr08	26700000	26800000	0.7086400	K
4497	Chr08	28400000	28500000	0.4912700	K
4498	Chr08	28900000	29000000	0.5982700	K
4499	Chr08	29800000	29900000	0.2680100	K
4500	Chr08	30500000	30600000	0.8179500	K
4501	Chr08	30850000	30950000	0.4500500	K
4502	Chr08	31550000	31650000	0.6496100	K
4503	Chr08	31950000	32050000	0.8690800	K
4504	Chr08	32700000	32800000	0.5895900	K
4505	Chr08	34150000	34250000	0.5799400	K
4506	Chr08	36500000	36600000	0.8591600	K
4507	Chr08	37000000	37100000	0.8700000	K
4508	Chr08	38000000	38100000	0.6266000	K
4509	Chr08	38500000	38600000	0.4300900	K
4510	Chr08	39700000	39800000	0.4877700	K
4511	Chr08	45600000	45700000	0.7679000	K
4512	Chr08	46200000	46300000	0.7530900	K
4513	Chr08	46750000	46850000	0.7200500	K
4514	Chr08	51600000	51700000	0.6482100	K
4515	Chr08	51900000	52000000	0.8267800	K
4516	Chr08	55900000	56000000	0.6751000	K
4517	Chr08	56400000	56500000	0.9679800	K
4518	Chr08	60600000	60700000	0.9058800	K
4519	Chr08	62600000	62700000	0.7341500	K
4520	Chr08	63250000	63350000	0.8264000	K
4521	Chr08	64400000	64500000	0.8432400	K
4522	Chr08	68500000	68600000	0.8977200	K
4523	Chr08	69450000	69550000	0.8349100	K
4524	Chr08	70900000	71000000	0.8165900	K
4525	Chr08	72850000	72950000	0.7035300	K
4526	Chr08	75200000	75300000	0.8957400	K
4527	Chr08	78900000	79000000	0.8347400	K
4528	Chr08	79400000	79500000	0.7549000	K
4529	Chr08	79950000	80050000	0.8522900	K
4530	Chr08	81350000	81450000	0.7538900	K
4531	Chr08	82400000	82500000	0.7763300	K
4532	Chr08	84750000	84850000	0.9643800	K
4533	Chr08	85700000	85800000	0.9260800	K
4534	Chr08	86150000	86250000	0.7882800	K
4535	Chr08	86900000	87000000	0.9390000	K
4536	Chr08	87750000	87850000	0.8278600	K
4537	Chr08	89850000	89950000	0.8198300	K
4538	Chr08	91800000	91900000	0.8202700	K
4539	Chr08	93400000	93500000	0.6495000	K
4540	Chr08	94150000	94250000	0.7247300	K
4541	Chr08	94450000	94550000	0.8499200	K
4542	Chr08	94700000	94800000	0.9305000	K
4543	Chr08	95000000	95100000	0.9226100	K
4544	Chr08	96700000	96800000	0.8201900	K
4545	Chr08	97200000	97300000	0.8235100	K
4546	Chr08	98100000	98200000	0.7644300	K
4547	Chr08	99400000	99500000	0.7990000	K
4548	Chr08	100200000	100300000	0.9851400	K
4549	Chr08	102100000	102200000	0.8574700	K
4550	Chr08	102550000	102650000	0.8214300	K
4551	Chr08	103100000	103200000	0.8086100	K
4552	Chr08	104700000	104800000	0.8588200	K
4553	Chr08	105050000	105150000	0.9282800	K
4554	Chr08	105350000	105450000	0.9496600	K
4555	Chr08	105750000	105850000	0.7644200	K
4556	Chr08	107150000	107250000	0.6542600	K
4557	Chr08	107550000	107650000	0.8608900	K
4558	Chr08	108700000	108800000	0.7455400	K
4559	Chr08	112300000	112400000	0.7947500	K
4560	Chr08	112700000	112800000	0.7598700	K
4561	Chr08	114650000	114750000	0.9357200	K
4562	Chr08	116500000	116600000	0.8546900	K
4563	Chr08	117800000	117900000	0.9456900	K
4564	Chr08	118750000	118850000	0.8931600	K
4565	Chr08	120100000	120200000	0.7735000	K
4566	Chr08	120700000	120800000	0.6780900	K
4567	Chr08	123550000	123650000	0.8434200	K
4568	Chr08	124350000	124450000	0.8871500	K
4569	Chr08	125000000	125100000	0.7054300	K
4570	Chr08	126200000	126300000	0.7870700	K
4571	Chr08	126650000	126750000	0.7645400	K
4572	Chr08	127000000	127100000	0.7964800	K
4573	Chr08	127350000	127450000	0.7351700	K
4574	Chr08	128450000	128550000	0.8017500	K
4575	Chr08	129600000	129700000	0.8373700	K
4576	Chr08	130350000	130450000	0.9009800	K
4577	Chr08	133500000	133600000	0.7367200	K
4578	Chr08	134450000	134550000	0.7417500	K
4579	Chr08	135100000	135200000	0.7760500	K
4580	Chr08	137050000	137150000	0.8940200	K
4581	Chr08	138050000	138150000	0.9747700	K
4582	Chr08	140300000	140400000	0.9830300	K
4583	Chr08	140850000	140950000	0.9582800	K
4584	Chr08	142700000	142800000	0.9529700	K
4585	Chr08	144300000	144400000	0.8548200	K
4586	Chr08	146250000	146350000	0.9448000	K
4587	Chr08	147000000	147100000	0.9457800	K
4588	Chr08	148350000	148450000	0.9088500	K
4589	Chr08	149350000	149450000	0.8369600	K
4590	Chr08	150450000	150550000	0.9611500	K
4591	Chr08	151600000	151700000	0.8780300	K
4592	Chr08	153950000	154050000	0.6883700	K
4593	Chr08	155050000	155150000	0.8389400	K
4594	Chr08	156450000	156550000	0.9638100	K
4595	Chr08	157450000	157550000	0.7149900	K
4596	Chr08	157850000	157950000	0.6584700	K
4597	Chr08	159600000	159700000	0.9750000	K
4598	Chr08	160900000	161000000	0.9533300	K
4599	Chr08	161800000	161900000	0.9906800	K
4600	Chr08	168200000	168300000	0.6870800	K
4601	Chr08	169200000	169300000	0.6862900	K
4602	Chr08	171800000	171900000	0.9426900	K
4603	Chr08	172450000	172550000	0.8306200	K
4604	Chr08	173100000	173200000	0.7221700	K
4605	Chr08	173650000	173750000	0.6792500	K
4606	Chr08	174500000	174600000	0.6532500	K
4607	Chr08	174850000	174950000	0.7372500	K
4608	Chr08	176250000	176350000	0.8783600	K
4609	Chr08	177650000	177750000	0.6948000	K
4610	Chr08	178350000	178450000	0.4992700	K
4611	Chr08	179550000	179650000	0.6159800	K
4612	Chr08	180650000	180750000	0.7436500	K
4613	Chr08	181200000	181300000	0.9031500	K
4614	Chr08	182050000	182150000	0.7095300	K
4615	Chr08	184800000	184900000	0.4695800	K
4616	Chr08	185150000	185250000	0.5501200	K
4617	Chr08	187350000	187450000	0.7095900	K
4618	Chr08	188050000	188150000	0.6992800	K
4619	Chr08	189450000	189550000	0.6251600	K
4620	Chr08	190150000	190250000	0.5972400	K
4621	Chr08	194850000	194950000	0.3433100	K
4622	Chr08	196250000	196350000	0.2094700	K
4623	Chr08	196700000	196800000	0.1583700	K
4624	Chr08	198250000	198350000	0.1067300	K
4625	Chr08	0	50000	0.1128000	K
4626	Chr08	3150000	3250000	0.2672800	K
4627	Chr08	4200000	4300000	0.3167800	K
4628	Chr08	6950000	7050000	0.4895000	K
4629	Chr08	9050000	9150000	0.6675100	K
4630	Chr08	11150000	11250000	0.2337300	K
4631	Chr08	11800000	11900000	0.5613900	K
4632	Chr08	13650000	13750000	0.7628100	K
4633	Chr08	21650000	21750000	0.8821000	K
4634	Chr08	27150000	27250000	0.5291800	K
4635	Chr08	27550000	27650000	0.3908700	K
4636	Chr08	33050000	33150000	0.5705500	K
4637	Chr08	33450000	33550000	0.8142000	K
4638	Chr08	34750000	34850000	0.6255300	K
4639	Chr08	39350000	39450000	0.4619200	K
4640	Chr08	40400000	40500000	0.9151300	K
4641	Chr08	41050000	41150000	0.7349000	K
4642	Chr08	41300000	41400000	0.7934700	K
4643	Chr08	43150000	43250000	0.8193000	K
4644	Chr08	43800000	43900000	0.6950500	K
4645	Chr08	49700000	49800000	0.7507600	K
4646	Chr08	51000000	51100000	0.8087900	K
4647	Chr08	57550000	57650000	0.7508000	K
4648	Chr08	57950000	58050000	0.7871800	K
4649	Chr08	61500000	61600000	0.7004300	K
4650	Chr08	63850000	63950000	0.6363200	K
4651	Chr08	67900000	68000000	0.9833900	K
4652	Chr08	73800000	73900000	0.7838700	K
4653	Chr08	76300000	76400000	0.7116100	K
4654	Chr08	78000000	78100000	0.8589200	K
4655	Chr08	84150000	84250000	0.8335800	K
4656	Chr08	90600000	90700000	0.7174400	K
4657	Chr08	92550000	92650000	0.9080400	K
4658	Chr08	95950000	96050000	0.9781000	K
4659	Chr08	99750000	99850000	0.7926700	K
4660	Chr08	101200000	101300000	0.8864300	K
4661	Chr08	104350000	104450000	0.9520600	K
4662	Chr08	109600000	109700000	0.7112100	K
4663	Chr08	110250000	110350000	0.5715900	K
4664	Chr08	113400000	113500000	0.8312100	K
4665	Chr08	115500000	115600000	0.7280600	K
4666	Chr08	121650000	121750000	0.7337700	K
4667	Chr08	125700000	125800000	0.8120700	K
4668	Chr08	130050000	130150000	0.9361200	K
4669	Chr08	130700000	130800000	0.8635700	K
4670	Chr08	131750000	131850000	0.9578100	K
4671	Chr08	148650000	148750000	0.8560800	K
4672	Chr08	152450000	152550000	0.7556600	K
4673	Chr08	156000000	156100000	0.9671500	K
4674	Chr08	162950000	163050000	0.9357600	K
4675	Chr08	163450000	163550000	0.8286900	K
4676	Chr08	164900000	165000000	0.8690400	K
4677	Chr08	165300000	165400000	0.8667400	K
4678	Chr08	165700000	165800000	0.9345800	K
4679	Chr08	166200000	166300000	0.9234600	K
4680	Chr08	167800000	167900000	0.6516400	K
4681	Chr08	186400000	186500000	0.6597300	K
4682	Chr08	191900000	192000000	0.7183100	K
4683	Chr08	194400000	194500000	0.1912000	K
4684	Chr08	195700000	195800000	0.3184400	K
4685	Chr09	8300000	8400000	0.6068700	K
4686	Chr09	16750000	16850000	0.7657500	K
4687	Chr09	33500000	33600000	0.6454100	K
4688	Chr09	125800000	125900000	0.4158300	K
4689	Chr09	17750000	17850000	0.7089700	K
4690	Chr09	34550000	34650000	0.8626300	K
4691	Chr09	55500000	55600000	0.4836200	K
4692	Chr09	79600000	79700000	0.6615400	K
4693	Chr09	85900000	86000000	0.7368000	K
4694	Chr09	101650000	101750000	0.5054300	K
4695	Chr09	350000	450000	0.2978400	K
4696	Chr09	1550000	1650000	0.5753000	K
4697	Chr09	2150000	2250000	0.4746500	K
4698	Chr09	2600000	2700000	0.5664900	K
4699	Chr09	3250000	3350000	0.6850900	K
4700	Chr09	4450000	4550000	0.8358200	K
4701	Chr09	5500000	5600000	0.7579500	K
4702	Chr09	6550000	6650000	0.4689600	K
4703	Chr09	7150000	7250000	0.4991000	K
4704	Chr09	7900000	8000000	0.5930000	K
4705	Chr09	10700000	10800000	0.7920300	K
4706	Chr09	11400000	11500000	0.5439800	K
4707	Chr09	11850000	11950000	0.7869500	K
4708	Chr09	12300000	12400000	0.7802600	K
4709	Chr09	13200000	13300000	0.8438100	K
4710	Chr09	13700000	13800000	0.5951000	K
4711	Chr09	17500000	17600000	0.4659500	K
4712	Chr09	18700000	18800000	0.4821300	K
4713	Chr09	20050000	20150000	0.8033000	K
4714	Chr09	22400000	22500000	0.5945800	K
4715	Chr09	23300000	23400000	0.9518400	K
4716	Chr09	23800000	23900000	0.8894200	K
4717	Chr09	25250000	25350000	0.9695000	K
4718	Chr09	25500000	25600000	0.7988800	K
4719	Chr09	26700000	26800000	0.7207400	K
4720	Chr09	27300000	27400000	0.8771300	K
4721	Chr09	27600000	27700000	0.7637700	K
4722	Chr09	30000000	30100000	0.8892300	K
4723	Chr09	30600000	30700000	0.5573700	K
4724	Chr09	31000000	31100000	0.7892800	K
4725	Chr09	35350000	35450000	0.8892700	K
4726	Chr09	36100000	36200000	0.9333400	K
4727	Chr09	37400000	37500000	0.9420200	K
4728	Chr09	40050000	40150000	0.8301000	K
4729	Chr09	40750000	40850000	0.7875500	K
4730	Chr09	41500000	41600000	0.7506500	K
4731	Chr09	43600000	43700000	0.7544000	K
4732	Chr09	44300000	44400000	0.7218800	K
4733	Chr09	45550000	45650000	0.7495500	K
4734	Chr09	47300000	47400000	0.5243900	K
4735	Chr09	48400000	48500000	0.9313700	K
4736	Chr09	50550000	50650000	0.7367800	K
4737	Chr09	53800000	53900000	0.9259400	K
4738	Chr09	54850000	54950000	0.8341000	K
4739	Chr09	56700000	56800000	0.8884100	K
4740	Chr09	61450000	61550000	0.8334400	K
4741	Chr09	66400000	66500000	0.5134100	K
4742	Chr09	67500000	67600000	0.5960300	K
4743	Chr09	67850000	67950000	0.9142900	K
4744	Chr09	69400000	69500000	0.7813000	K
4745	Chr09	71350000	71450000	0.6817000	K
4746	Chr09	71800000	71900000	0.7098700	K
4747	Chr09	74750000	74850000	0.8415300	K
4748	Chr09	75950000	76050000	0.9499300	K
4749	Chr09	77000000	77100000	0.7704500	K
4750	Chr09	78700000	78800000	0.7948200	K
4751	Chr09	80150000	80250000	0.8729700	K
4752	Chr09	81200000	81300000	0.8002100	K
4753	Chr09	81600000	81700000	0.7183000	K
4754	Chr09	84650000	84750000	0.8873100	K
4755	Chr09	86600000	86700000	0.7183900	K
4756	Chr09	87200000	87300000	0.5919800	K
4757	Chr09	87400000	87500000	0.9089600	K
4758	Chr09	88600000	88700000	0.6809100	K
4759	Chr09	89750000	89850000	0.7473700	K
4760	Chr09	90900000	91000000	0.6451400	K
4761	Chr09	91800000	91900000	0.3458300	K
4762	Chr09	92100000	92200000	0.4140900	K
4763	Chr09	92500000	92600000	0.8724400	K
4764	Chr09	93400000	93500000	0.8577100	K
4765	Chr09	94500000	94600000	0.7435400	K
4766	Chr09	94950000	95050000	0.9641500	K
4767	Chr09	96950000	97050000	0.7119600	K
4768	Chr09	98000000	98100000	0.6518200	K
4769	Chr09	98950000	99050000	0.4415200	K
4770	Chr09	100350000	100450000	0.4958100	K
4771	Chr09	100850000	100950000	0.5194800	K
4772	Chr09	101300000	101400000	0.4918800	K
4773	Chr09	104250000	104350000	0.4341600	K
4774	Chr09	105300000	105400000	0.5717200	K
4775	Chr09	106250000	106350000	0.5386600	K
4776	Chr09	106800000	106900000	0.5744000	K
4777	Chr09	108900000	109000000	0.4892600	K
4778	Chr09	109700000	109800000	0.4984800	K
4779	Chr09	110400000	110500000	0.1766000	K
4780	Chr09	111650000	111750000	0.5272700	K
4781	Chr09	112000000	112100000	0.3067800	K
4782	Chr09	112850000	112950000	0.4037900	K
4783	Chr09	113850000	113950000	0.7180500	K
4784	Chr09	114750000	114850000	0.3040800	K
4785	Chr09	115600000	115700000	0.6041900	K
4786	Chr09	116200000	116300000	0.3394100	K
4787	Chr09	116500000	116600000	0.8261400	K
4788	Chr09	118200000	118300000	0.4902600	K
4789	Chr09	118550000	118650000	0.4829200	K
4790	Chr09	119600000	119700000	0.4886100	K
4791	Chr09	120650000	120750000	0.2786400	K
4792	Chr09	122500000	122600000	0.3338100	K
4793	Chr09	124250000	124350000	0.4320200	K
4794	Chr09	124600000	124700000	0.4042800	K
4795	Chr09	124950000	125050000	0.2665100	K
4796	Chr09	125300000	125400000	0.3467600	K
4797	Chr09	127050000	127150000	0.1416900	K
4798	Chr09	127600000	127700000	0.0743500	K
4799	Chr09	128550000	128650000	0.1727400	K
4800	Chr09	129200000	129300000	0.3014600	K
4801	Chr09	131250000	131350000	0.2674600	K
4802	Chr09	132200000	132300000	0.3094400	K
4803	Chr09	0	100000	0.8798800	K
4804	Chr09	7350000	7450000	0.5811300	K
4805	Chr09	9050000	9150000	0.8320900	K
4806	Chr09	9450000	9550000	0.7949700	K
4807	Chr09	14050000	14150000	0.5716800	K
4808	Chr09	19550000	19650000	0.7261600	K
4809	Chr09	21000000	21100000	0.5854700	K
4810	Chr09	24650000	24750000	0.8649200	K
4811	Chr09	31600000	31700000	0.8068000	K
4812	Chr09	32250000	32350000	0.7075400	K
4813	Chr09	33950000	34050000	0.7274100	K
4814	Chr09	53350000	53450000	0.7374700	K
4815	Chr09	58200000	58300000	0.8417600	K
4816	Chr09	62550000	62650000	0.5290700	K
4817	Chr09	63050000	63150000	0.5947000	K
4818	Chr09	64900000	65000000	0.8384900	K
4819	Chr09	66850000	66950000	0.8821200	K
4820	Chr09	68450000	68550000	0.6057500	K
4821	Chr09	72500000	72600000	0.6639600	K
4822	Chr09	72900000	73000000	0.8895800	K
4823	Chr09	73300000	73400000	0.8792700	K
4824	Chr09	73800000	73900000	0.9491100	K
4825	Chr09	81800000	81900000	0.8438800	K
4826	Chr09	82850000	82950000	0.7255500	K
4827	Chr09	88100000	88200000	0.7691600	K
4828	Chr09	90450000	90550000	0.6317800	K
4829	Chr09	95950000	96050000	0.8510600	K
4830	Chr09	96500000	96600000	0.5910600	K
4831	Chr09	97650000	97750000	0.5597300	K
4832	Chr09	103300000	103400000	0.5680200	K
4833	Chr09	108400000	108500000	0.5587700	K
4834	Chr09	112200000	112300000	0.4490500	K
4835	Chr09	118900000	119000000	0.4626400	K
4836	Chr09	123500000	123600000	0.1738100	K
4837	Chr09	128850000	128950000	0.2741000	K
4838	Chr09	130050000	130150000	0.2836700	K
4839	Chr10	16700000	16800000	0.7868200	K
4840	Chr10	125750000	125850000	0.5328400	K
4841	Chr10	11500000	11600000	0.5001500	K
4842	Chr10	29350000	29450000	0.6362700	K
4843	Chr10	48150000	48250000	0.8828200	K
4844	Chr10	53450000	53550000	0.9148600	K
4845	Chr10	62900000	63000000	0.5708900	K
4846	Chr10	76500000	76600000	0.7587200	K
4847	Chr10	86950000	87050000	0.9264600	K
4848	Chr10	95400000	95500000	0.8210900	K
4849	Chr10	102750000	102850000	0.7303100	K
4850	Chr10	110050000	110150000	0.9389800	K
4851	Chr10	119450000	119550000	0.9047500	K
4852	Chr10	131000000	131100000	0.9039000	K
4853	Chr10	133100000	133200000	0.7713400	K
4854	Chr10	750000	850000	0.5149200	K
4855	Chr10	3400000	3500000	0.3645100	K
4856	Chr10	4800000	4900000	0.4610100	K
4857	Chr10	6650000	6750000	0.7716200	K
4858	Chr10	7600000	7700000	0.4066600	K
4859	Chr10	8450000	8550000	0.6991200	K
4860	Chr10	12650000	12750000	0.6676300	K
4861	Chr10	14400000	14500000	0.6419200	K
4862	Chr10	16350000	16450000	0.7235900	K
4863	Chr10	17550000	17650000	0.6039600	K
4864	Chr10	18400000	18500000	0.4658900	K
4865	Chr10	19300000	19400000	0.7689700	K
4866	Chr10	20750000	20850000	0.6958100	K
4867	Chr10	22100000	22200000	0.5187700	K
4868	Chr10	22400000	22500000	0.4983200	K
4869	Chr10	24200000	24300000	0.6754800	K
4870	Chr10	24600000	24700000	0.6678600	K
4871	Chr10	25400000	25500000	0.7986200	K
4872	Chr10	26400000	26500000	0.5562600	K
4873	Chr10	26950000	27050000	0.6753100	K
4874	Chr10	28400000	28500000	0.6716900	K
4875	Chr10	28800000	28900000	0.7477300	K
4876	Chr10	30100000	30200000	0.9515500	K
4877	Chr10	31550000	31650000	0.6749100	K
4878	Chr10	31950000	32050000	0.7513600	K
4879	Chr10	33250000	33350000	0.7461200	K
4880	Chr10	35100000	35200000	0.7237300	K
4881	Chr10	36750000	36850000	0.6383900	K
4882	Chr10	37300000	37400000	0.9051000	K
4883	Chr10	38450000	38550000	0.8010900	K
4884	Chr10	39050000	39150000	0.8307700	K
4885	Chr10	39900000	40000000	0.8721800	K
4886	Chr10	42250000	42350000	0.8410900	K
4887	Chr10	43350000	43450000	0.6938500	K
4888	Chr10	44900000	45000000	0.6805300	K
4889	Chr10	45800000	45900000	0.7516300	K
4890	Chr10	49650000	49750000	0.7971700	K
4891	Chr10	50450000	50550000	0.8414700	K
4892	Chr10	53850000	53950000	0.8996300	K
4893	Chr10	55950000	56050000	0.8185900	K
4894	Chr10	57100000	57200000	0.8922800	K
4895	Chr10	59200000	59300000	0.9702900	K
4896	Chr10	62500000	62600000	0.8749200	K
4897	Chr10	64150000	64250000	0.8703100	K
4898	Chr10	65400000	65500000	0.9328500	K
4899	Chr10	66950000	67050000	0.5093600	K
4900	Chr10	67450000	67550000	0.6751800	K
4901	Chr10	67700000	67800000	0.7836800	K
4902	Chr10	71500000	71600000	0.7385300	K
4903	Chr10	71800000	71900000	0.9298600	K
4904	Chr10	72150000	72250000	0.9910200	K
4905	Chr10	73600000	73700000	0.9541200	K
4906	Chr10	74000000	74100000	0.9657300	K
4907	Chr10	76800000	76900000	0.7680700	K
4908	Chr10	78300000	78400000	0.8287400	K
4909	Chr10	78750000	78850000	0.8925000	K
4910	Chr10	80200000	80300000	0.7240300	K
4911	Chr10	81200000	81300000	0.9599600	K
4912	Chr10	83400000	83500000	0.8068000	K
4913	Chr10	84050000	84150000	0.7132000	K
4914	Chr10	85000000	85100000	0.5915100	K
4915	Chr10	86450000	86550000	0.8199500	K
4916	Chr10	88250000	88350000	0.9486400	K
4917	Chr10	89500000	89600000	0.5877700	K
4918	Chr10	90750000	90850000	0.6127600	K
4919	Chr10	92750000	92850000	0.6174900	K
4920	Chr10	95800000	95900000	0.8384700	K
4921	Chr10	96250000	96350000	0.6822900	K
4922	Chr10	96850000	96950000	0.8225000	K
4923	Chr10	97350000	97450000	0.7307300	K
4924	Chr10	98750000	98850000	0.7276100	K
4925	Chr10	100900000	101000000	0.8902100	K
4926	Chr10	103150000	103250000	0.7168000	K
4927	Chr10	103650000	103750000	0.7103500	K
4928	Chr10	106250000	106350000	0.5003000	K
4929	Chr10	106750000	106850000	0.7530100	K
4930	Chr10	107150000	107250000	0.7218600	K
4931	Chr10	108300000	108400000	0.7718500	K
4932	Chr10	109400000	109500000	0.8693500	K
4933	Chr10	112000000	112100000	0.8410900	K
4934	Chr10	112300000	112400000	0.7574500	K
4935	Chr10	112950000	113050000	0.6847300	K
4936	Chr10	113550000	113650000	0.2794800	K
4937	Chr10	114400000	114500000	0.7114500	K
4938	Chr10	117000000	117100000	0.9698700	K
4939	Chr10	118200000	118300000	0.7533500	K
4940	Chr10	119100000	119200000	0.6189100	K
4941	Chr10	121500000	121600000	0.5682800	K
4942	Chr10	122850000	122950000	0.5648300	K
4943	Chr10	124850000	124950000	0.7161400	K
4944	Chr10	127250000	127350000	0.5848400	K
4945	Chr10	128000000	128100000	0.7993000	K
4946	Chr10	128500000	128600000	0.7052100	K
4947	Chr10	128800000	128900000	0.6015300	K
4948	Chr10	129300000	129400000	0.8260300	K
4949	Chr10	129800000	129900000	0.7284900	K
4950	Chr10	131700000	131800000	0.7486200	K
4951	Chr10	132700000	132800000	0.7743500	K
4952	Chr10	135600000	135700000	0.5569300	K
4953	Chr10	137200000	137300000	0.9532400	K
4954	Chr10	138500000	138600000	0.6781900	K
4955	Chr10	139300000	139400000	0.6463900	K
4956	Chr10	140850000	140950000	0.7259200	K
4957	Chr10	143700000	143800000	0.6337000	K
4958	Chr10	145350000	145450000	0.6231800	K
4959	Chr10	145800000	145900000	0.7246400	K
4960	Chr10	146850000	146950000	0.9737700	K
4961	Chr10	147550000	147650000	0.6033700	K
4962	Chr10	148450000	148550000	0.4554400	K
4963	Chr10	148950000	149050000	0.4191800	K
4964	Chr10	150450000	150550000	0.6818500	K
4965	Chr10	151450000	151550000	0.7773300	K
4966	Chr10	154600000	154700000	0.8849300	K
4967	Chr10	154900000	155000000	0.8528500	K
4968	Chr10	155500000	155600000	0.4422800	K
4969	Chr10	157800000	157900000	0.4953500	K
4970	Chr10	159500000	159600000	0.5107000	K
4971	Chr10	160300000	160400000	0.6495500	K
4972	Chr10	161000000	161100000	0.8284200	K
4973	Chr10	163150000	163250000	0.5212700	K
4974	Chr10	163750000	163850000	0.1541900	K
4975	Chr10	164150000	164250000	0.5684000	K
4976	Chr10	165400000	165500000	0.0694600	K
4977	Chr10	166000000	166100000	0.3624900	K
4978	Chr10	168350000	168450000	0.1481600	K
4979	Chr10	169600000	169700000	0.2868100	K
4980	Chr10	0	50000	0.5361200	K
4981	Chr10	2250000	2350000	0.3992200	K
4982	Chr10	3950000	4050000	0.8286700	K
4983	Chr10	5250000	5350000	0.3534500	K
4984	Chr10	5900000	6000000	0.7151500	K
4985	Chr10	8000000	8100000	0.4210300	K
4986	Chr10	9700000	9800000	0.8670800	K
4987	Chr10	13400000	13500000	0.6460900	K
4988	Chr10	15600000	15700000	0.8312400	K
4989	Chr10	17200000	17300000	0.5725600	K
4990	Chr10	18750000	18850000	0.6275600	K
4991	Chr10	20200000	20300000	0.6918200	K
4992	Chr10	21650000	21750000	0.7174300	K
4993	Chr10	23200000	23300000	0.4120300	K
4994	Chr10	34100000	34200000	0.5498700	K
4995	Chr10	58350000	58450000	0.9002900	K
4996	Chr10	60050000	60150000	0.8183300	K
4997	Chr10	62150000	62250000	0.6387400	K
4998	Chr10	63450000	63550000	0.7952800	K
4999	Chr10	64900000	65000000	0.6764200	K
5000	Chr10	65800000	65900000	0.6277900	K
5001	Chr10	69350000	69450000	0.8755900	K
5002	Chr10	70000000	70100000	0.8956300	K
5003	Chr10	74600000	74700000	0.7081800	K
5004	Chr10	76050000	76150000	0.6753500	K
5005	Chr10	77750000	77850000	0.8119800	K
5006	Chr10	79700000	79800000	0.7801600	K
5007	Chr10	81800000	81900000	0.6196900	K
5008	Chr10	87450000	87550000	0.8164300	K
5009	Chr10	89150000	89250000	0.7517600	K
5010	Chr10	92300000	92400000	0.7042500	K
5011	Chr10	99100000	99200000	0.8775400	K
5012	Chr10	99900000	100000000	0.4461300	K
5013	Chr10	102500000	102600000	0.7237600	K
5014	Chr10	105150000	105250000	0.6587300	K
5015	Chr10	105800000	105900000	0.5856100	K
5016	Chr10	107500000	107600000	0.7687900	K
5017	Chr10	111550000	111650000	0.6319600	K
5018	Chr10	114850000	114950000	0.7041700	K
5019	Chr10	119800000	119900000	0.9644900	K
5020	Chr10	121250000	121350000	0.8255300	K
5021	Chr10	122450000	122550000	0.6245400	K
5022	Chr10	125050000	125150000	0.8466000	K
5023	Chr10	134350000	134450000	0.7129700	K
5024	Chr10	134750000	134850000	0.6290300	K
5025	Chr10	137900000	138000000	0.5765800	K
5026	Chr10	139600000	139700000	0.8216200	K
5027	Chr10	140250000	140350000	0.7768200	K
5028	Chr10	142350000	142450000	0.6142200	K
5029	Chr10	144050000	144150000	0.6005400	K
5030	Chr10	144450000	144550000	0.7168900	K
5031	Chr10	144850000	144950000	0.7701600	K
5032	Chr10	146550000	146650000	0.5700800	K
5033	Chr10	149700000	149800000	0.5557500	K
5034	Chr10	150750000	150850000	0.7938600	K
5035	Chr10	152200000	152300000	0.6558300	K
5036	Chr10	153500000	153600000	0.5278700	K
5037	Chr10	155200000	155300000	0.7121200	K
5038	Chr10	157550000	157650000	0.7600900	K
5039	Chr10	158350000	158450000	0.5857900	K
5040	Chr10	161900000	162000000	0.5800300	K
5041	Chr10	166750000	166850000	0.1538300	K
5042	Chr11	25150000	25250000	0.6290500	K
5043	Chr11	41900000	42000000	0.5870700	K
5044	Chr11	167700000	167800000	0.3137900	K
5045	Chr11	950000	1050000	0.4533500	K
5046	Chr11	2000000	2100000	0.3814800	K
5047	Chr11	4100000	4200000	0.6483800	K
5048	Chr11	23000000	23100000	0.6516800	K
5049	Chr11	24050000	24150000	0.6259000	K
5050	Chr11	39750000	39850000	0.8792100	K
5051	Chr11	52400000	52500000	0.7807300	K
5052	Chr11	54500000	54600000	0.7978600	K
5053	Chr11	61800000	61900000	0.8249400	K
5054	Chr11	76450000	76550000	0.8006800	K
5055	Chr11	87000000	87100000	0.6777500	K
5056	Chr11	94350000	94450000	0.5761500	K
5057	Chr11	110050000	110150000	0.8308100	K
