line	name	dist	year	genome	type
43253	LTR-TE22101	1.90	1.35714	K	Gypsy
43254	LTR-TE22102	3.85	2.75	K	Gypsy
43255	LTR-TE22103	4.36	3.11429	K	Gypsy
43256	LTR-TE22104	3.42	2.44286	K	Gypsy
43257	LTR-TE22105	6.13	4.37857	K	Gypsy
43258	LTR-TE22106	4.63	3.30714	K	Gypsy
43259	LTR-TE22107	3.32	2.37143	K	Gypsy
43260	LTR-TE22108	2.75	1.96429	K	Gypsy
43261	LTR-TE22109	3.25	2.32143	K	Gypsy
43262	LTR-TE22111	2.19	1.56429	K	Gypsy
43263	LTR-TE22112	1.70	1.21429	K	Gypsy
43264	LTR-TE22113	0.60	0.428571	K	Gypsy
43265	LTR-TE22116	4.39	3.13571	K	Gypsy
43266	LTR-TE22117	3.34	2.38571	K	Gypsy
43267	LTR-TE22118	2.57	1.83571	K	Gypsy
43268	LTR-TE22119	2.50	1.78571	K	Gypsy
43269	LTR-TE22120	0.89	0.635714	K	Gypsy
43270	LTR-TE22121	6.70	4.78571	K	Gypsy
43271	LTR-TE22122	2.51	1.79286	K	Gypsy
43272	LTR-TE22123	8.11	5.79286	K	Gypsy
43273	LTR-TE22128	1.23	0.878571	K	Gypsy
43274	LTR-TE22130	3.29	2.35	K	Gypsy
43275	LTR-TE22131	1.89	1.35	K	Gypsy
43276	LTR-TE22132	2.36	1.68571	K	Gypsy
43277	LTR-TE22134	4.12	2.94286	K	Gypsy
43278	LTR-TE22135	2.09	1.49286	K	Gypsy
43279	LTR-TE22137	3.14	2.24286	K	Gypsy
43280	LTR-TE22138	3.70	2.64286	K	Gypsy
43281	LTR-TE22139	3.26	2.32857	K	Gypsy
43282	LTR-TE22140	2.74	1.95714	K	Gypsy
43283	LTR-TE22142	3.77	2.69286	K	Gypsy
43284	LTR-TE22143	2.25	1.60714	K	Gypsy
43285	LTR-TE22145	5.31	3.79286	K	Gypsy
43286	LTR-TE22147	2.85	2.03571	K	Gypsy
43287	LTR-TE22148	2.35	1.67857	K	Gypsy
43288	LTR-TE22149	1.78	1.27143	K	Gypsy
43289	LTR-TE22151	3.60	2.57143	K	Gypsy
43290	LTR-TE22152	4.23	3.02143	K	Gypsy
43291	LTR-TE22153	2.08	1.48571	K	Gypsy
43292	LTR-TE22155	2.92	2.08571	K	Gypsy
43293	LTR-TE22156	4.17	2.97857	K	Gypsy
43294	LTR-TE22157	4.99	3.56429	K	Gypsy
43295	LTR-TE22158	2.16	1.54286	K	Gypsy
43296	LTR-TE22159	4.09	2.92143	K	Gypsy
43297	LTR-TE22160	2.67	1.90714	K	Gypsy
43298	LTR-TE22162	9.01	6.43571	K	Gypsy
43299	LTR-TE22163	8.06	5.75714	K	Gypsy
43300	LTR-TE22164	7.14	5.1	K	Gypsy
43301	LTR-TE22165	2.73	1.95	K	Gypsy
43302	LTR-TE22166	4.08	2.91429	K	Gypsy
43303	LTR-TE22167	3.23	2.30714	K	Gypsy
43304	LTR-TE22168	7.02	5.01429	K	Gypsy
43305	LTR-TE22169	2.15	1.53571	K	Gypsy
43306	LTR-TE22170	6.72	4.8	K	Gypsy
43307	LTR-TE22171	1.54	1.1	K	Gypsy
43308	LTR-TE22172	8.10	5.78571	K	Gypsy
43309	LTR-TE22173	4.03	2.87857	K	Gypsy
43310	LTR-TE22174	5.71	4.07857	K	Gypsy
43311	LTR-TE22178	2.55	1.82143	K	Gypsy
43312	LTR-TE22179	1.27	0.907143	K	Gypsy
43313	LTR-TE22180	3.32	2.37143	K	Gypsy
43314	LTR-TE22182	2.11	1.50714	K	Gypsy
43315	LTR-TE22183	2.13	1.52143	K	Gypsy
43316	LTR-TE22184	5.20	3.71429	K	Gypsy
43317	LTR-TE22185	6.36	4.54286	K	Gypsy
43318	LTR-TE22186	1.65	1.17857	K	Gypsy
43319	LTR-TE22187	8.20	5.85714	K	Gypsy
43320	LTR-TE22188	3.88	2.77143	K	Gypsy
43321	LTR-TE22189	3.69	2.63571	K	Gypsy
43322	LTR-TE22190	15.22	10.8714	K	Gypsy
43323	LTR-TE22191	1.47	1.05	K	Gypsy
43324	LTR-TE22192	1.78	1.27143	K	Gypsy
43325	LTR-TE22193	1.47	1.05	K	Gypsy
43326	LTR-TE22194	4.60	3.28571	K	Gypsy
43327	LTR-TE22195	6.98	4.98571	K	Gypsy
43328	LTR-TE22196	4.15	2.96429	K	Gypsy
43329	LTR-TE22197	5.10	3.64286	K	Gypsy
43330	LTR-TE22198	3.80	2.71429	K	Gypsy
43331	LTR-TE22199	3.67	2.62143	K	Gypsy
43332	LTR-TE22200	2.87	2.05	K	Gypsy
43333	LTR-TE22201	5.43	3.87857	K	Gypsy
43334	LTR-TE22203	3.82	2.72857	K	Gypsy
43335	LTR-TE22204	4.99	3.56429	K	Gypsy
43336	LTR-TE22205	3.84	2.74286	K	Gypsy
43337	LTR-TE22206	4.46	3.18571	K	Gypsy
43338	LTR-TE22207	4.28	3.05714	K	Gypsy
43339	LTR-TE22208	2.31	1.65	K	Gypsy
43340	LTR-TE22210	1.48	1.05714	K	Gypsy
43341	LTR-TE22211	2.07	1.47857	K	Gypsy
43342	LTR-TE22212	0.54	0.385714	K	Gypsy
43343	LTR-TE22213	3.95	2.82143	K	Gypsy
43344	LTR-TE22214	3.97	2.83571	K	Gypsy
43345	LTR-TE22215	5.93	4.23571	K	Gypsy
43346	LTR-TE22219	5.40	3.85714	K	Gypsy
43347	LTR-TE22220	2.75	1.96429	K	Gypsy
43348	LTR-TE22221	3.18	2.27143	K	Gypsy
43349	LTR-TE22222	3.82	2.72857	K	Gypsy
43350	LTR-TE22223	2.02	1.44286	K	Gypsy
43351	LTR-TE22225	4.08	2.91429	K	Gypsy
43352	LTR-TE22226	6.74	4.81429	K	Gypsy
43353	LTR-TE22227	2.65	1.89286	K	Gypsy
43354	LTR-TE22228	5.98	4.27143	K	Gypsy
43355	LTR-TE22229	5.75	4.10714	K	Gypsy
43356	LTR-TE22230	6.91	4.93571	K	Gypsy
43357	LTR-TE22231	4.40	3.14286	K	Gypsy
43358	LTR-TE22232	1.76	1.25714	K	Gypsy
43359	LTR-TE22233	6.57	4.69286	K	Gypsy
43360	LTR-TE22234	2.41	1.72143	K	Gypsy
43361	LTR-TE22236	1.88	1.34286	K	Gypsy
43362	LTR-TE22239	8.26	5.9	K	Gypsy
43363	LTR-TE22240	6.58	4.7	K	Gypsy
43364	LTR-TE22241	2.34	1.67143	K	Gypsy
43365	LTR-TE22242	2.18	1.55714	K	Gypsy
43366	LTR-TE22245	3.17	2.26429	K	Gypsy
43367	LTR-TE22246	3.40	2.42857	K	Gypsy
43368	LTR-TE22247	4.32	3.08571	K	Gypsy
43369	LTR-TE22248	4.58	3.27143	K	Gypsy
43370	LTR-TE22249	4.40	3.14286	K	Gypsy
43371	LTR-TE22250	8.78	6.27143	K	Gypsy
43372	LTR-TE22251	2.10	1.5	K	Gypsy
43373	LTR-TE22252	1.54	1.1	K	Gypsy
43374	LTR-TE22253	4.10	2.92857	K	Gypsy
43375	LTR-TE22254	4.04	2.88571	K	Gypsy
43376	LTR-TE22255	2.50	1.78571	K	Gypsy
43377	LTR-TE22256	5.14	3.67143	K	Gypsy
43378	LTR-TE22257	4.62	3.3	K	Gypsy
43379	LTR-TE22258	4.41	3.15	K	Gypsy
43380	LTR-TE22260	5.51	3.93571	K	Gypsy
43381	LTR-TE22261	1.63	1.16429	K	Gypsy
43382	LTR-TE22263	3.22	2.3	K	Gypsy
43383	LTR-TE22264	2.94	2.1	K	Gypsy
43384	LTR-TE22265	5.24	3.74286	K	Gypsy
43385	LTR-TE22266	1.68	1.2	K	Gypsy
43386	LTR-TE22267	4.10	2.92857	K	Gypsy
43387	LTR-TE22268	1.93	1.37857	K	Gypsy
43388	LTR-TE22269	4.02	2.87143	K	Gypsy
43389	LTR-TE22270	4.41	3.15	K	Gypsy
43390	LTR-TE22272	6.93	4.95	K	Gypsy
43391	LTR-TE22273	2.70	1.92857	K	Gypsy
43392	LTR-TE22274	2.82	2.01429	K	Gypsy
43393	LTR-TE22276	5.79	4.13571	K	Gypsy
43394	LTR-TE22277	6.37	4.55	K	Gypsy
43395	LTR-TE22278	5.05	3.60714	K	Gypsy
43396	LTR-TE22279	2.82	2.01429	K	Gypsy
43397	LTR-TE22280	2.80	2	K	Gypsy
43398	LTR-TE22281	4.20	3	K	Gypsy
43399	LTR-TE22282	3.25	2.32143	K	Gypsy
43400	LTR-TE22283	3.44	2.45714	K	Gypsy
43401	LTR-TE22284	7.36	5.25714	K	Gypsy
43402	LTR-TE22286	4.37	3.12143	K	Gypsy
43403	LTR-TE22287	2.15	1.53571	K	Gypsy
43404	LTR-TE22289	5.16	3.68571	K	Gypsy
43405	LTR-TE22290	4.10	2.92857	K	Gypsy
43406	LTR-TE22291	6.40	4.57143	K	Gypsy
43407	LTR-TE22295	4.27	3.05	K	Gypsy
43408	LTR-TE22297	6.07	4.33571	K	Gypsy
43409	LTR-TE22301	4.96	3.54286	K	Gypsy
43410	LTR-TE22302	0.86	0.614286	K	Gypsy
43411	LTR-TE22303	2.58	1.84286	K	Gypsy
43412	LTR-TE22304	1.80	1.28571	K	Gypsy
43413	LTR-TE22305	2.26	1.61429	K	Gypsy
43414	LTR-TE22307	1.95	1.39286	K	Gypsy
43415	LTR-TE22308	3.78	2.7	K	Gypsy
43416	LTR-TE22309	3.63	2.59286	K	Gypsy
43417	LTR-TE22310	2.86	2.04286	K	Gypsy
43418	LTR-TE22311	5.61	4.00714	K	Gypsy
43419	LTR-TE22312	5.21	3.72143	K	Gypsy
43420	LTR-TE22313	5.45	3.89286	K	Gypsy
43421	LTR-TE22314	3.89	2.77857	K	Gypsy
43422	LTR-TE22315	3.00	2.14286	K	Gypsy
43423	LTR-TE22316	3.87	2.76429	K	Gypsy
43424	LTR-TE22317	4.12	2.94286	K	Gypsy
43425	LTR-TE22319	2.46	1.75714	K	Gypsy
43426	LTR-TE22320	4.19	2.99286	K	Gypsy
43427	LTR-TE22321	8.74	6.24286	K	Gypsy
43428	LTR-TE22322	2.34	1.67143	K	Gypsy
43429	LTR-TE22323	5.80	4.14286	K	Gypsy
43430	LTR-TE22324	3.20	2.28571	K	Gypsy
43431	LTR-TE22326	3.24	2.31429	K	Gypsy
43432	LTR-TE22327	3.01	2.15	K	Gypsy
43433	LTR-TE22328	4.23	3.02143	K	Gypsy
43434	LTR-TE22329	3.86	2.75714	K	Gypsy
43435	LTR-TE22330	6.04	4.31429	K	Gypsy
43436	LTR-TE22331	1.51	1.07857	K	Gypsy
43437	LTR-TE22332	3.35	2.39286	K	Gypsy
43438	LTR-TE22334	4.72	3.37143	K	Gypsy
43439	LTR-TE22335	5.17	3.69286	K	Gypsy
43440	LTR-TE22336	4.01	2.86429	K	Gypsy
43441	LTR-TE22338	3.99	2.85	K	Gypsy
43442	LTR-TE22340	3.79	2.70714	K	Gypsy
43443	LTR-TE22341	7.20	5.14286	K	Gypsy
43444	LTR-TE22342	7.12	5.08571	K	Gypsy
43445	LTR-TE22344	4.01	2.86429	K	Gypsy
43446	LTR-TE22345	5.88	4.2	K	Gypsy
43447	LTR-TE22346	4.12	2.94286	K	Gypsy
43448	LTR-TE22348	3.07	2.19286	K	Gypsy
43449	LTR-TE22349	3.56	2.54286	K	Gypsy
43450	LTR-TE22350	1.30	0.928571	K	Gypsy
43451	LTR-TE22351	3.61	2.57857	K	Gypsy
43452	LTR-TE22352	4.80	3.42857	K	Gypsy
43453	LTR-TE22353	1.31	0.935714	K	Gypsy
43454	LTR-TE22354	3.23	2.30714	K	Gypsy
43455	LTR-TE22355	4.56	3.25714	K	Gypsy
43456	LTR-TE22356	3.05	2.17857	K	Gypsy
43457	LTR-TE22357	2.51	1.79286	K	Gypsy
43458	LTR-TE22358	5.34	3.81429	K	Gypsy
43459	LTR-TE22359	4.00	2.85714	K	Gypsy
43460	LTR-TE22360	9.30	6.64286	K	Gypsy
43461	LTR-TE22361	3.59	2.56429	K	Gypsy
43462	LTR-TE22364	5.43	3.87857	K	Gypsy
43463	LTR-TE22365	3.01	2.15	K	Gypsy
43464	LTR-TE22366	4.20	3	K	Gypsy
43465	LTR-TE22367	3.13	2.23571	K	Gypsy
43466	LTR-TE22368	2.82	2.01429	K	Gypsy
43467	LTR-TE22370	3.87	2.76429	K	Gypsy
43468	LTR-TE22371	0.57	0.407143	K	Gypsy
43469	LTR-TE22373	6.33	4.52143	K	Gypsy
43470	LTR-TE22375	1.58	1.12857	K	Gypsy
43471	LTR-TE22378	4.06	2.9	K	Gypsy
43472	LTR-TE22379	8.16	5.82857	K	Gypsy
43473	LTR-TE22380	3.68	2.62857	K	Gypsy
43474	LTR-TE22381	6.64	4.74286	K	Gypsy
43475	LTR-TE22382	2.45	1.75	K	Gypsy
43476	LTR-TE22383	6.70	4.78571	K	Gypsy
43477	LTR-TE22385	3.42	2.44286	K	Gypsy
43478	LTR-TE22387	8.98	6.41429	K	Gypsy
43479	LTR-TE22389	5.53	3.95	K	Gypsy
43480	LTR-TE22392	6.33	4.52143	K	Gypsy
43481	LTR-TE22393	4.50	3.21429	K	Gypsy
43482	LTR-TE22394	3.03	2.16429	K	Gypsy
43483	LTR-TE22395	5.94	4.24286	K	Gypsy
43484	LTR-TE22396	6.76	4.82857	K	Gypsy
43485	LTR-TE22397	3.07	2.19286	K	Gypsy
43486	LTR-TE22399	2.68	1.91429	K	Gypsy
43487	LTR-TE22403	5.21	3.72143	K	Gypsy
43488	LTR-TE22404	5.31	3.79286	K	Gypsy
43489	LTR-TE22405	2.41	1.72143	K	Gypsy
43490	LTR-TE22406	2.85	2.03571	K	Gypsy
43491	LTR-TE22407	3.88	2.77143	K	Gypsy
43492	LTR-TE22408	5.35	3.82143	K	Gypsy
43493	LTR-TE22409	3.43	2.45	K	Gypsy
43494	LTR-TE22410	3.57	2.55	K	Gypsy
43495	LTR-TE22411	6.76	4.82857	K	Gypsy
43496	LTR-TE22412	5.62	4.01429	K	Gypsy
43497	LTR-TE22413	7.65	5.46429	K	Gypsy
43498	LTR-TE22414	4.59	3.27857	K	Gypsy
43499	LTR-TE22415	4.71	3.36429	K	Gypsy
43500	LTR-TE22416	6.51	4.65	K	Gypsy
43501	LTR-TE22417	1.45	1.03571	K	Gypsy
43502	LTR-TE22420	6.06	4.32857	K	Gypsy
43503	LTR-TE22421	4.00	2.85714	K	Gypsy
43504	LTR-TE22426	3.00	2.14286	K	Gypsy
43505	LTR-TE22429	5.02	3.58571	K	Gypsy
43506	LTR-TE22430	6.42	4.58571	K	Gypsy
43507	LTR-TE22431	3.91	2.79286	K	Gypsy
43508	LTR-TE22432	4.70	3.35714	K	Gypsy
43509	LTR-TE22433	6.65	4.75	K	Gypsy
43510	LTR-TE22434	3.64	2.6	K	Gypsy
43511	LTR-TE22435	7.60	5.42857	K	Gypsy
43512	LTR-TE22437	6.12	4.37143	K	Gypsy
43513	LTR-TE22438	3.98	2.84286	K	Gypsy
43514	LTR-TE22439	4.60	3.28571	K	Gypsy
43515	LTR-TE22440	4.80	3.42857	K	Gypsy
43516	LTR-TE22442	3.49	2.49286	K	Gypsy
43517	LTR-TE22443	4.58	3.27143	K	Gypsy
43518	LTR-TE22445	5.09	3.63571	K	Gypsy
43519	LTR-TE22446	7.34	5.24286	K	Gypsy
43520	LTR-TE22447	2.99	2.13571	K	Gypsy
43521	LTR-TE22450	8.67	6.19286	K	Gypsy
43522	LTR-TE22451	8.24	5.88571	K	Gypsy
43523	LTR-TE22452	3.54	2.52857	K	Gypsy
43524	LTR-TE22453	5.48	3.91429	K	Gypsy
43525	LTR-TE22454	2.65	1.89286	K	Gypsy
43526	LTR-TE22455	4.92	3.51429	K	Gypsy
43527	LTR-TE22456	2.51	1.79286	K	Gypsy
43528	LTR-TE22458	5.14	3.67143	K	Gypsy
43529	LTR-TE22459	7.79	5.56429	K	Gypsy
43530	LTR-TE22460	6.07	4.33571	K	Gypsy
43531	LTR-TE22462	5.13	3.66429	K	Gypsy
43532	LTR-TE22463	4.95	3.53571	K	Gypsy
43533	LTR-TE22464	5.04	3.6	K	Gypsy
43534	LTR-TE22466	6.55	4.67857	K	Gypsy
43535	LTR-TE22467	5.59	3.99286	K	Gypsy
43536	LTR-TE22468	2.45	1.75	K	Gypsy
43537	LTR-TE22469	4.70	3.35714	K	Gypsy
43538	LTR-TE22470	4.91	3.50714	K	Gypsy
43539	LTR-TE22471	1.91	1.36429	K	Gypsy
43540	LTR-TE22473	3.99	2.85	K	Gypsy
43541	LTR-TE22476	1.12	0.8	K	Gypsy
43542	LTR-TE22477	2.52	1.8	K	Gypsy
43543	LTR-TE22479	2.26	1.61429	K	Gypsy
43544	LTR-TE22480	4.07	2.90714	K	Gypsy
43545	LTR-TE22481	4.44	3.17143	K	Gypsy
43546	LTR-TE22482	8.84	6.31429	K	Gypsy
43547	LTR-TE22483	1.86	1.32857	K	Gypsy
43548	LTR-TE22485	4.86	3.47143	K	Gypsy
43549	LTR-TE22486	4.13	2.95	K	Gypsy
43550	LTR-TE22487	3.87	2.76429	K	Gypsy
43551	LTR-TE22489	7.95	5.67857	K	Gypsy
43552	LTR-TE22491	4.67	3.33571	K	Gypsy
43553	LTR-TE22492	1.25	0.892857	K	Gypsy
43554	LTR-TE22493	0.91	0.65	K	Gypsy
43555	LTR-TE22494	0.77	0.55	K	Gypsy
43556	LTR-TE22496	6.01	4.29286	K	Gypsy
43557	LTR-TE22497	6.55	4.67857	K	Gypsy
43558	LTR-TE22498	5.20	3.71429	K	Gypsy
43559	LTR-TE22499	3.84	2.74286	K	Gypsy
43560	LTR-TE22508	4.45	3.17857	K	Gypsy
43561	LTR-TE22509	3.30	2.35714	K	Gypsy
43562	LTR-TE22511	2.56	1.82857	K	Gypsy
43563	LTR-TE22513	3.37	2.40714	K	Gypsy
43564	LTR-TE22514	6.63	4.73571	K	Gypsy
43565	LTR-TE22517	6.23	4.45	K	Gypsy
43566	LTR-TE22518	6.28	4.48571	K	Gypsy
43567	LTR-TE22519	4.28	3.05714	K	Gypsy
43568	LTR-TE22520	2.53	1.80714	K	Gypsy
43569	LTR-TE22521	2.59	1.85	K	Gypsy
43570	LTR-TE22522	3.13	2.23571	K	Gypsy
43571	LTR-TE22523	2.22	1.58571	K	Gypsy
43572	LTR-TE22524	3.16	2.25714	K	Gypsy
43573	LTR-TE22525	6.74	4.81429	K	Gypsy
43574	LTR-TE22526	4.75	3.39286	K	Gypsy
43575	LTR-TE22527	2.95	2.10714	K	Gypsy
43576	LTR-TE22528	3.12	2.22857	K	Gypsy
43577	LTR-TE22529	7.34	5.24286	K	Gypsy
43578	LTR-TE22530	6.18	4.41429	K	Gypsy
43579	LTR-TE22531	1.95	1.39286	K	Gypsy
43580	LTR-TE22532	4.97	3.55	K	Gypsy
43581	LTR-TE22533	4.20	3	K	Gypsy
43582	LTR-TE22536	6.95	4.96429	K	Gypsy
43583	LTR-TE22539	3.30	2.35714	K	Gypsy
43584	LTR-TE22540	3.42	2.44286	K	Gypsy
43585	LTR-TE22541	4.48	3.2	K	Gypsy
43586	LTR-TE22542	4.74	3.38571	K	Gypsy
43587	LTR-TE22543	3.36	2.4	K	Gypsy
43588	LTR-TE22544	2.79	1.99286	K	Gypsy
43589	LTR-TE22545	3.16	2.25714	K	Gypsy
43590	LTR-TE22546	6.01	4.29286	K	Gypsy
43591	LTR-TE22547	3.33	2.37857	K	Gypsy
43592	LTR-TE22548	1.42	1.01429	K	Gypsy
43593	LTR-TE22549	5.02	3.58571	K	Gypsy
43594	LTR-TE22550	4.90	3.5	K	Gypsy
43595	LTR-TE22551	1.99	1.42143	K	Gypsy
43596	LTR-TE22552	6.48	4.62857	K	Gypsy
43597	LTR-TE22553	4.88	3.48571	K	Gypsy
43598	LTR-TE22554	5.18	3.7	K	Gypsy
43599	LTR-TE22555	5.26	3.75714	K	Gypsy
43600	LTR-TE22557	2.54	1.81429	K	Gypsy
43601	LTR-TE22558	1.40	1	K	Gypsy
43602	LTR-TE22560	3.24	2.31429	K	Gypsy
43603	LTR-TE22561	7.81	5.57857	K	Gypsy
43604	LTR-TE22562	7.17	5.12143	K	Gypsy
43605	LTR-TE22563	3.74	2.67143	K	Gypsy
43606	LTR-TE22564	5.06	3.61429	K	Gypsy
43607	LTR-TE22566	5.45	3.89286	K	Gypsy
43608	LTR-TE22567	3.98	2.84286	K	Gypsy
43609	LTR-TE22568	4.70	3.35714	K	Gypsy
43610	LTR-TE22569	7.87	5.62143	K	Gypsy
43611	LTR-TE22570	5.15	3.67857	K	Gypsy
43612	LTR-TE22571	3.60	2.57143	K	Gypsy
43613	LTR-TE22572	1.80	1.28571	K	Gypsy
43614	LTR-TE22573	8.81	6.29286	K	Gypsy
43615	LTR-TE22575	5.15	3.67857	K	Gypsy
43616	LTR-TE22577	3.14	2.24286	K	Gypsy
43617	LTR-TE22578	6.27	4.47857	K	Gypsy
43618	LTR-TE22580	1.04	0.742857	K	Gypsy
43619	LTR-TE22581	2.62	1.87143	K	Gypsy
43620	LTR-TE22582	-0.00	0	K	Gypsy
43621	LTR-TE22583	6.29	4.49286	K	Gypsy
43622	LTR-TE22584	3.69	2.63571	K	Gypsy
43623	LTR-TE22585	3.43	2.45	K	Gypsy
43624	LTR-TE22586	0.87	0.621429	K	Gypsy
43625	LTR-TE22587	3.30	2.35714	K	Gypsy
43626	LTR-TE22589	6.10	4.35714	K	Gypsy
43627	LTR-TE22591	2.25	1.60714	K	Gypsy
43628	LTR-TE22594	4.27	3.05	K	Gypsy
43629	LTR-TE22595	2.84	2.02857	K	Gypsy
43630	LTR-TE22597	4.91	3.50714	K	Gypsy
43631	LTR-TE22598	2.63	1.87857	K	Gypsy
43632	LTR-TE22599	6.02	4.3	K	Gypsy
43633	LTR-TE22601	1.80	1.28571	K	Gypsy
43634	LTR-TE22602	6.19	4.42143	K	Gypsy
43635	LTR-TE22603	3.62	2.58571	K	Gypsy
43636	LTR-TE22604	5.70	4.07143	K	Gypsy
43637	LTR-TE22605	6.42	4.58571	K	Gypsy
43638	LTR-TE22606	2.45	1.75	K	Gypsy
43639	LTR-TE22608	6.49	4.63571	K	Gypsy
43640	LTR-TE22609	4.32	3.08571	K	Gypsy
43641	LTR-TE22610	3.36	2.4	K	Gypsy
43642	LTR-TE22611	2.66	1.9	K	Gypsy
43643	LTR-TE22612	5.02	3.58571	K	Gypsy
43644	LTR-TE22614	3.79	2.70714	K	Gypsy
43645	LTR-TE22615	3.74	2.67143	K	Gypsy
43646	LTR-TE22618	3.66	2.61429	K	Gypsy
43647	LTR-TE22619	3.12	2.22857	K	Gypsy
43648	LTR-TE22620	3.71	2.65	K	Gypsy
43649	LTR-TE22621	4.68	3.34286	K	Gypsy
43650	LTR-TE22622	5.08	3.62857	K	Gypsy
43651	LTR-TE22623	4.19	2.99286	K	Gypsy
43652	LTR-TE22624	7.10	5.07143	K	Gypsy
43653	LTR-TE22625	2.66	1.9	K	Gypsy
43654	LTR-TE22626	2.19	1.56429	K	Gypsy
43655	LTR-TE22628	3.20	2.28571	K	Gypsy
43656	LTR-TE22629	6.59	4.70714	K	Gypsy
43657	LTR-TE22630	4.24	3.02857	K	Gypsy
43658	LTR-TE22631	1.17	0.835714	K	Gypsy
43659	LTR-TE22635	2.29	1.63571	K	Gypsy
43660	LTR-TE22636	4.62	3.3	K	Gypsy
43661	LTR-TE22638	3.44	2.45714	K	Gypsy
43662	LTR-TE22639	5.18	3.7	K	Gypsy
43663	LTR-TE22640	3.59	2.56429	K	Gypsy
43664	LTR-TE22641	2.52	1.8	K	Gypsy
43665	LTR-TE22643	2.94	2.1	K	Gypsy
43666	LTR-TE22644	2.26	1.61429	K	Gypsy
43667	LTR-TE22645	4.91	3.50714	K	Gypsy
43668	LTR-TE22647	1.17	0.835714	K	Gypsy
43669	LTR-TE22648	2.43	1.73571	K	Gypsy
43670	LTR-TE22649	2.74	1.95714	K	Gypsy
43671	LTR-TE22650	7.92	5.65714	K	Gypsy
43672	LTR-TE22651	7.85	5.60714	K	Gypsy
43673	LTR-TE22652	2.78	1.98571	K	Gypsy
43674	LTR-TE22654	4.86	3.47143	K	Gypsy
43675	LTR-TE22655	5.64	4.02857	K	Gypsy
43676	LTR-TE22656	7.34	5.24286	K	Gypsy
43677	LTR-TE22657	6.98	4.98571	K	Gypsy
43678	LTR-TE22658	7.31	5.22143	K	Gypsy
43679	LTR-TE22659	3.90	2.78571	K	Gypsy
43680	LTR-TE22660	8.64	6.17143	K	Gypsy
43681	LTR-TE22661	3.40	2.42857	K	Gypsy
43682	LTR-TE22665	3.74	2.67143	K	Gypsy
43683	LTR-TE22669	3.91	2.79286	K	Gypsy
43684	LTR-TE22671	3.70	2.64286	K	Gypsy
43685	LTR-TE22672	2.94	2.1	K	Gypsy
43686	LTR-TE22673	3.13	2.23571	K	Gypsy
43687	LTR-TE22674	2.87	2.05	K	Gypsy
43688	LTR-TE22676	7.11	5.07857	K	Gypsy
43689	LTR-TE22682	1.18	0.842857	K	Gypsy
43690	LTR-TE22685	4.51	3.22143	K	Gypsy
43691	LTR-TE22686	2.51	1.79286	K	Gypsy
43692	LTR-TE22687	3.39	2.42143	K	Gypsy
43693	LTR-TE22689	2.77	1.97857	K	Gypsy
43694	LTR-TE22690	3.26	2.32857	K	Gypsy
43695	LTR-TE22692	5.17	3.69286	K	Gypsy
43696	LTR-TE22693	7.26	5.18571	K	Gypsy
43697	LTR-TE22694	3.10	2.21429	K	Gypsy
43698	LTR-TE22695	6.76	4.82857	K	Gypsy
43699	LTR-TE22696	7.08	5.05714	K	Gypsy
43700	LTR-TE22698	4.61	3.29286	K	Gypsy
43701	LTR-TE22699	6.51	4.65	K	Gypsy
43702	LTR-TE22701	1.73	1.23571	K	Gypsy
43703	LTR-TE22702	3.01	2.15	K	Gypsy
43704	LTR-TE22703	5.01	3.57857	K	Gypsy
43705	LTR-TE22705	2.19	1.56429	K	Gypsy
43706	LTR-TE22706	3.41	2.43571	K	Gypsy
43707	LTR-TE22707	3.07	2.19286	K	Gypsy
43708	LTR-TE22708	6.57	4.69286	K	Gypsy
43709	LTR-TE22709	3.82	2.72857	K	Gypsy
43710	LTR-TE22711	3.76	2.68571	K	Gypsy
43711	LTR-TE22712	3.36	2.4	K	Gypsy
43712	LTR-TE22713	5.52	3.94286	K	Gypsy
43713	LTR-TE22714	1.27	0.907143	K	Gypsy
43714	LTR-TE22715	0.57	0.407143	K	Gypsy
43715	LTR-TE22717	2.99	2.13571	K	Gypsy
43716	LTR-TE22718	5.68	4.05714	K	Gypsy
43717	LTR-TE22719	4.98	3.55714	K	Gypsy
43718	LTR-TE22720	4.73	3.37857	K	Gypsy
43719	LTR-TE22721	9.83	7.02143	K	Gypsy
43720	LTR-TE22722	2.46	1.75714	K	Gypsy
43721	LTR-TE22723	6.96	4.97143	K	Gypsy
43722	LTR-TE22724	2.62	1.87143	K	Gypsy
43723	LTR-TE22725	2.21	1.57857	K	Gypsy
43724	LTR-TE22726	5.95	4.25	K	Gypsy
43725	LTR-TE22727	3.40	2.42857	K	Gypsy
43726	LTR-TE22730	1.23	0.878571	K	Gypsy
43727	LTR-TE22732	4.21	3.00714	K	Gypsy
43728	LTR-TE22734	3.65	2.60714	K	Gypsy
43729	LTR-TE22737	5.55	3.96429	K	Gypsy
43730	LTR-TE22739	8.22	5.87143	K	Gypsy
43731	LTR-TE22740	4.00	2.85714	K	Gypsy
43732	LTR-TE22741	3.00	2.14286	K	Gypsy
43733	LTR-TE22742	5.02	3.58571	K	Gypsy
43734	LTR-TE22743	5.16	3.68571	K	Gypsy
43735	LTR-TE22746	4.01	2.86429	K	Gypsy
43736	LTR-TE22747	4.83	3.45	K	Gypsy
43737	LTR-TE22748	6.95	4.96429	K	Gypsy
