line	Chr	dist	genome
87398	Chr03	39152	D
87399	Chr03	17847	D
87400	Chr03	2050	D
87401	Chr03	11005	D
87402	Chr03	17754	D
87403	Chr03	18568	D
87404	Chr03	1089	D
87405	Chr03	2639	D
87406	Chr03	16986	D
87407	Chr03	2935	D
87408	Chr03	2143	D
87409	Chr03	15949	D
87410	Chr03	2743	D
87411	Chr03	11102	D
87412	Chr03	5004	D
87413	Chr03	5967	D
87414	Chr03	22283	D
87415	Chr03	22489	D
87416	Chr03	808	D
87417	Chr03	425	D
87418	Chr03	1190	D
87419	Chr03	21417	D
87420	Chr03	7721	D
87421	Chr03	5598	D
87422	Chr03	17412	D
87423	Chr03	3125	D
87424	Chr03	21165	D
87425	Chr03	2981	D
87426	Chr03	21146	D
87427	Chr03	29383	D
87428	Chr03	46169	D
87429	Chr03	11531	D
87430	Chr03	72255	D
87431	Chr03	6411	D
87432	Chr03	6019	D
87433	Chr03	1019	D
87434	Chr03	2743	D
87435	Chr03	19072	D
87436	Chr03	7352	D
87437	Chr03	21973	D
87438	Chr03	13006	D
87439	Chr03	640	D
87440	Chr03	32760	D
87441	Chr03	2743	D
87442	Chr03	2543	D
87443	Chr03	8418	D
87444	Chr03	32390	D
87445	Chr03	22939	D
87446	Chr03	56906	D
87447	Chr03	334	D
87448	Chr03	25070	D
87449	Chr03	26473	D
87450	Chr03	10654	D
87451	Chr03	21	D
87452	Chr03	8385	D
87453	Chr03	28478	D
87454	Chr03	13877	D
87455	Chr03	380	D
87456	Chr03	4319	D
87457	Chr03	9545	D
87458	Chr03	17170	D
87459	Chr03	2268	D
87460	Chr03	38180	D
87461	Chr03	1602	D
87462	Chr03	22579	D
87463	Chr03	17796	D
87464	Chr03	2757	D
87465	Chr03	9630	D
87466	Chr03	4354	D
87467	Chr03	1848	D
87468	Chr03	16343	D
87469	Chr03	9007	D
87470	Chr03	45397	D
87471	Chr03	11246	D
87472	Chr03	2031	D
87473	Chr03	1774	D
87474	Chr03	693	D
87475	Chr03	13784	D
87476	Chr03	1418	D
87477	Chr03	9464	D
87478	Chr03	2085	D
87479	Chr03	113	D
87480	Chr03	770	D
87481	Chr03	12934	D
87482	Chr03	8465	D
87483	Chr03	23816	D
87484	Chr03	25908	D
87485	Chr03	5117	D
87486	Chr03	22178	D
87487	Chr03	2576	D
87488	Chr03	21316	D
87489	Chr03	22842	D
87490	Chr03	10936	D
87491	Chr03	22187	D
87492	Chr03	3091	D
87493	Chr03	1654	D
87494	Chr03	571	D
87495	Chr03	8004	D
87496	Chr03	1469	D
87497	Chr03	7220	D
87498	Chr03	122	D
87499	Chr03	18501	D
87500	Chr03	64	D
87501	Chr03	6699	D
87502	Chr03	19479	D
87503	Chr03	27560	D
87504	Chr03	12875	D
87505	Chr03	4030	D
87506	Chr03	12899	D
87507	Chr03	6114	D
87508	Chr03	32394	D
87509	Chr03	23788	D
87510	Chr03	855	D
87511	Chr03	4347	D
87512	Chr03	196	D
87513	Chr03	334	D
87514	Chr03	1725	D
87515	Chr03	2190	D
87516	Chr03	44039	D
87517	Chr03	6186	D
87518	Chr03	10535	D
87519	Chr03	2557	D
87520	Chr03	33188	D
87521	Chr03	357	D
87522	Chr03	35608	D
87523	Chr03	189	D
87524	Chr03	35874	D
87525	Chr03	5982	D
87526	Chr03	49657	D
87527	Chr03	21350	D
87528	Chr03	1897	D
87529	Chr03	203	D
87530	Chr03	17960	D
87531	Chr03	90983	D
87532	Chr03	16993	D
87533	Chr03	1084	D
87534	Chr03	116	D
87535	Chr03	18037	D
87536	Chr03	8	D
87537	Chr03	907	D
87538	Chr03	1436	D
87539	Chr03	25003	D
87540	Chr03	886	D
87541	Chr03	32477	D
87542	Chr03	13783	D
87543	Chr03	1027	D
87544	Chr03	198	D
87545	Chr03	468	D
87546	Chr03	601	D
87547	Chr03	4427	D
87548	Chr03	10202	D
87549	Chr03	341	D
87550	Chr03	1096	D
87551	Chr03	832	D
87552	Chr03	3889	D
87553	Chr03	993	D
87554	Chr03	2511	D
87555	Chr03	8432	D
87556	Chr03	11092	D
87557	Chr03	7714	D
87558	Chr03	6300	D
87559	Chr03	6249	D
87560	Chr03	24335	D
87561	Chr03	23896	D
87562	Chr03	5711	D
87563	Chr03	35164	D
87564	Chr03	7712	D
87565	Chr03	4646	D
87566	Chr03	1901	D
87567	Chr03	22221	D
87568	Chr03	2126	D
87569	Chr03	323	D
87570	Chr03	22376	D
87571	Chr03	9738	D
87572	Chr03	26481	D
87573	Chr03	57417	D
87574	Chr03	390	D
87575	Chr03	1809	D
87576	Chr03	15916	D
87577	Chr03	20830	D
87578	Chr03	4728	D
87579	Chr03	36189	D
87580	Chr03	505	D
87581	Chr03	1207	D
87582	Chr03	4229	D
87583	Chr03	3647	D
87584	Chr03	19165	D
87585	Chr03	1249	D
87586	Chr03	31328	D
87587	Chr03	11412	D
87588	Chr03	4032	D
87589	Chr03	359	D
87590	Chr03	605	D
87591	Chr03	1019	D
87592	Chr03	788	D
87593	Chr03	801	D
87594	Chr03	20946	D
87595	Chr03	4076	D
87596	Chr03	3432	D
87597	Chr03	277	D
87598	Chr03	9966	D
87599	Chr03	2767	D
87600	Chr03	4100	D
87601	Chr03	5147	D
87602	Chr03	8176	D
87603	Chr03	302	D
87604	Chr03	9134	D
87605	Chr03	14138	D
87606	Chr03	1612	D
87607	Chr03	7587	D
87608	Chr03	17141	D
87609	Chr03	599	D
87610	Chr03	21358	D
87611	Chr03	19844	D
87612	Chr03	11417	D
87613	Chr03	39137	D
87614	Chr03	28759	D
87615	Chr03	4432	D
87616	Chr03	5701	D
87617	Chr03	49	D
87618	Chr03	17739	D
87619	Chr03	20609	D
87620	Chr03	15114	D
87621	Chr03	2658	D
87622	Chr03	4333	D
87623	Chr03	1544	D
87624	Chr03	22323	D
87625	Chr03	182	D
87626	Chr03	450	D
87627	Chr03	12276	D
87628	Chr03	19809	D
87629	Chr03	337	D
87630	Chr03	568	D
87631	Chr03	3587	D
87632	Chr03	21341	D
87633	Chr03	504	D
87634	Chr03	22383	D
87635	Chr03	948	D
87636	Chr03	5347	D
87637	Chr03	2598	D
87638	Chr03	1054	D
87639	Chr03	2679	D
87640	Chr03	5706	D
87641	Chr03	2756	D
87642	Chr03	471	D
87643	Chr03	2616	D
87644	Chr03	77	D
87645	Chr03	2299	D
87646	Chr03	3403	D
87647	Chr03	3708	D
87648	Chr03	2821	D
87649	Chr03	1168	D
87650	Chr03	23746	D
87651	Chr03	7881	D
87652	Chr03	28232	D
87653	Chr03	6584	D
87654	Chr03	7375	D
87655	Chr03	22428	D
87656	Chr03	21116	D
87657	Chr03	15927	D
87658	Chr03	1289	D
87659	Chr03	4944	D
87660	Chr03	1456	D
87661	Chr03	11852	D
87662	Chr03	11623	D
87663	Chr03	10340	D
87664	Chr03	79	D
87665	Chr03	724	D
87666	Chr03	31513	D
87667	Chr03	722	D
87668	Chr03	2194	D
87669	Chr03	4125	D
87670	Chr03	21464	D
87671	Chr03	8536	D
87672	Chr03	11923	D
87673	Chr03	543	D
87674	Chr03	5501	D
87675	Chr03	1017	D
87676	Chr03	344	D
87677	Chr03	286	D
87678	Chr03	58401	D
87679	Chr03	2696	D
87680	Chr03	20948	D
87681	Chr03	364	D
87682	Chr03	16765	D
87683	Chr03	1449	D
87684	Chr03	21	D
87685	Chr03	5084	D
87686	Chr03	5542	D
87687	Chr03	6206	D
87688	Chr03	2818	D
87689	Chr03	6961	D
87690	Chr03	9462	D
87691	Chr03	15623	D
87692	Chr03	781	D
87693	Chr03	3537	D
87694	Chr03	17444	D
87695	Chr03	225	D
87696	Chr03	4183	D
87697	Chr03	644	D
87698	Chr03	2145	D
87699	Chr03	9758	D
87700	Chr03	1491	D
87701	Chr03	2164	D
87702	Chr03	8368	D
87703	Chr03	1303	D
87704	Chr03	1172	D
87705	Chr03	3197	D
87706	Chr03	206	D
87707	Chr03	3618	D
87708	Chr03	2386	D
87709	Chr03	6567	D
87710	Chr03	1333	D
87711	Chr03	7025	D
87712	Chr03	9879	D
87713	Chr03	6028	D
87714	Chr03	26639	D
87715	Chr03	32024	D
87716	Chr03	14394	D
87717	Chr03	2986	D
87718	Chr03	7581	D
87719	Chr03	3172	D
87720	Chr03	2398	D
87721	Chr03	722	D
87722	Chr03	3236	D
87723	Chr03	1212	D
87724	Chr03	1748	D
87725	Chr03	1120	D
87726	Chr03	550	D
87727	Chr03	3954	D
87728	Chr03	2614	D
87729	Chr03	1119	D
87730	Chr03	7602	D
87731	Chr03	4297	D
87732	Chr03	4672	D
87733	Chr03	6368	D
87734	Chr03	838	D
87735	Chr03	2604	D
87736	Chr03	6254	D
87737	Chr03	6663	D
87738	Chr03	1965	D
87739	Chr03	13369	D
87740	Chr03	4736	D
87741	Chr03	234	D
87742	Chr03	6955	D
87743	Chr03	1907	D
87744	Chr03	9150	D
87745	Chr03	22525	D
87746	Chr03	12759	D
87747	Chr03	3509	D
87748	Chr03	5868	D
87749	Chr03	21915	D
87750	Chr03	21550	D
87751	Chr03	5326	D
87752	Chr03	41745	D
87753	Chr03	186	D
87754	Chr03	1408	D
87755	Chr03	894	D
87756	Chr03	3648	D
87757	Chr03	1095	D
87758	Chr03	105	D
87759	Chr03	6786	D
87760	Chr03	360	D
87761	Chr03	13070	D
87762	Chr03	15950	D
87763	Chr03	7287	D
87764	Chr03	7130	D
87765	Chr03	698	D
87766	Chr03	980	D
87767	Chr03	7121	D
87768	Chr03	8070	D
87769	Chr03	49488	D
87770	Chr03	50	D
87771	Chr03	14669	D
87772	Chr03	13697	D
87773	Chr03	2785	D
87774	Chr03	3555	D
87775	Chr03	262	D
87776	Chr03	9329	D
87777	Chr03	153	D
87778	Chr03	719	D
87779	Chr03	421	D
87780	Chr03	2057	D
87781	Chr03	4243	D
87782	Chr03	4382	D
87783	Chr03	3821	D
87784	Chr03	29786	D
87785	Chr03	135	D
87786	Chr03	1665	D
87787	Chr03	7996	D
87788	Chr03	2445	D
87789	Chr03	721	D
87790	Chr03	5017	D
87791	Chr03	245	D
87792	Chr03	603	D
87793	Chr03	12662	D
87794	Chr03	444	D
87795	Chr03	1625	D
87796	Chr03	1333	D
87797	Chr03	5373	D
87798	Chr03	8573	D
87799	Chr03	9458	D
87800	Chr03	15900	D
87801	Chr03	1339	D
87802	Chr03	16781	D
87803	Chr03	15284	D
87804	Chr03	1813	D
87805	Chr03	3456	D
87806	Chr03	12849	D
87807	Chr03	2173	D
87808	Chr03	2139	D
87809	Chr03	4326	D
87810	Chr03	2797	D
87811	Chr03	4299	D
87812	Chr03	10915	D
87813	Chr03	1401	D
87814	Chr03	1018	D
87815	Chr03	1714	D
87816	Chr03	31916	D
87817	Chr03	1886	D
87818	Chr03	28694	D
87819	Chr03	3788	D
87820	Chr03	3799	D
87821	Chr03	3892	D
87822	Chr03	11952	D
87823	Chr03	6828	D
87824	Chr03	4826	D
87825	Chr03	5995	D
87826	Chr03	845	D
87827	Chr03	825	D
87828	Chr03	8781	D
87829	Chr03	2407	D
87830	Chr03	128	D
87831	Chr03	3586	D
87832	Chr03	2344	D
87833	Chr03	9571	D
87834	Chr03	3449	D
87835	Chr03	4954	D
87836	Chr03	13258	D
87837	Chr03	1810	D
87838	Chr03	1404	D
87839	Chr03	2208	D
87840	Chr03	769	D
87841	Chr03	5320	D
87842	Chr03	24481	D
87843	Chr03	947	D
87844	Chr03	866	D
87845	Chr03	13519	D
87846	Chr03	25359	D
87847	Chr03	10575	D
87848	Chr03	18047	D
87849	Chr03	6056	D
87850	Chr03	1270	D
87851	Chr03	231	D
87852	Chr03	552	D
87853	Chr03	734	D
87854	Chr03	344	D
87855	Chr03	6616	D
87856	Chr03	13726	D
87857	Chr03	685	D
87858	Chr03	1351	D
87859	Chr03	1895	D
87860	Chr03	2716	D
87861	Chr03	11629	D
87862	Chr03	5900	D
87863	Chr03	6173	D
87864	Chr03	4587	D
87865	Chr03	1176	D
87866	Chr03	2054	D
87867	Chr03	465	D
87868	Chr03	6401	D
87869	Chr03	689	D
87870	Chr03	1746	D
87871	Chr03	6424	D
87872	Chr03	8179	D
87873	Chr03	3327	D
87874	Chr03	3794	D
87875	Chr03	4547	D
87876	Chr03	5490	D
87877	Chr03	29129	D
87878	Chr03	6166	D
87879	Chr03	2308	D
87880	Chr03	4979	D
87881	Chr03	1610	D
87882	Chr03	240	D
87883	Chr03	952	D
87884	Chr03	4452	D
87885	Chr03	1416	D
87886	Chr03	4025	D
87887	Chr03	1149	D
87888	Chr03	6722	D
87889	Chr03	5137	D
87890	Chr03	5300	D
87891	Chr03	10420	D
87892	Chr03	1983	D
87893	Chr03	4928	D
87894	Chr03	967	D
87895	Chr03	4725	D
87896	Chr03	9041	D
87897	Chr03	3855	D
87898	Chr03	14659	D
87899	Chr03	272	D
87900	Chr03	6546	D
87901	Chr03	4832	D
87902	Chr03	2889	D
87903	Chr03	4973	D
87904	Chr03	1441	D
87905	Chr03	8003	D
87906	Chr03	793	D
87907	Chr03	890	D
87908	Chr03	1427	D
87909	Chr03	2028	D
87910	Chr03	3035	D
87911	Chr03	15012	D
87912	Chr03	7296	D
87913	Chr03	2307	D
87914	Chr03	6084	D
87915	Chr03	5095	D
87916	Chr03	7418	D
87917	Chr03	1029	D
87918	Chr03	866	D
87919	Chr03	7180	D
87920	Chr03	1401	D
87921	Chr03	6952	D
87922	Chr03	1341	D
87923	Chr03	12987	D
87924	Chr03	626	D
87925	Chr03	8146	D
87926	Chr03	3488	D
87927	Chr03	2082	D
87928	Chr03	1488	D
87929	Chr03	625	D
87930	Chr03	2175	D
87931	Chr03	1925	D
87932	Chr03	2754	D
87933	Chr03	2747	D
87934	Chr03	503	D
87935	Chr03	3147	D
87936	Chr03	7879	D
87937	Chr03	3378	D
87938	Chr03	9335	D
87939	Chr03	2343	D
87940	Chr03	565	D
87941	Chr03	1539	D
87942	Chr03	6357	D
87943	Chr03	8972	D
87944	Chr03	3903	D
87945	Chr03	11322	D
87946	Chr03	3379	D
87947	Chr03	7380	D
87948	Chr03	18989	D
87949	Chr03	55	D
87950	Chr03	2353	D
87951	Chr03	2982	D
87952	Chr03	3024	D
87953	Chr03	1060	D
87954	Chr03	9018	D
87955	Chr03	6458	D
87956	Chr03	9116	D
87957	Chr03	5177	D
87958	Chr03	372	D
87959	Chr03	8869	D
87960	Chr03	674	D
87961	Chr03	12798	D
87962	Chr03	12335	D
87963	Chr03	1644	D
87964	Chr03	1545	D
87965	Chr03	1188	D
87966	Chr03	1157	D
87967	Chr03	344	D
87968	Chr03	2394	D
87969	Chr03	13225	D
87970	Chr03	4778	D
87971	Chr03	3292	D
87972	Chr03	3735	D
87973	Chr03	1158	D
87974	Chr03	10753	D
87975	Chr03	5847	D
87976	Chr03	12705	D
87977	Chr03	3062	D
87978	Chr03	1034	D
87979	Chr03	654	D
87980	Chr03	5808	D
87981	Chr03	587	D
87982	Chr03	10351	D
87983	Chr03	4507	D
87984	Chr03	1473	D
87985	Chr03	1505	D
87986	Chr03	1234	D
87987	Chr03	8061	D
87988	Chr03	1944	D
87989	Chr03	1110	D
87990	Chr03	2652	D
87991	Chr03	4511	D
87992	Chr03	13192	D
87993	Chr03	1120	D
87994	Chr03	3607	D
87995	Chr03	9582	D
87996	Chr03	12002	D
87997	Chr03	9157	D
87998	Chr03	1589	D
87999	Chr03	1211	D
88000	Chr03	1205	D
88001	Chr03	1668	D
88002	Chr03	1590	D
88003	Chr03	1312	D
88004	Chr03	1306	D
88005	Chr03	1675	D
88006	Chr03	4470	D
88007	Chr03	2599	D
88008	Chr03	6063	D
88009	Chr03	7327	D
88010	Chr03	1315	D
88011	Chr03	1615	D
88012	Chr03	1554	D
88013	Chr03	1214	D
88014	Chr03	2506	D
88015	Chr03	1711	D
88016	Chr03	1104	D
88017	Chr03	1210	D
88018	Chr03	1756	D
88019	Chr03	699	D
88020	Chr03	6671	D
88021	Chr03	15437	D
88022	Chr03	4401	D
88023	Chr03	9185	D
88024	Chr03	2227	D
88025	Chr03	3407	D
88026	Chr03	3985	D
88027	Chr03	4781	D
88028	Chr03	1496	D
88029	Chr03	5985	D
88030	Chr03	2796	D
88031	Chr03	283	D
88032	Chr03	2776	D
88033	Chr03	3577	D
88034	Chr03	2749	D
88035	Chr03	548	D
88036	Chr03	954	D
88037	Chr03	2846	D
88038	Chr03	1075	D
88039	Chr03	4052	D
88040	Chr03	2204	D
88041	Chr03	1084	D
88042	Chr03	2933	D
88043	Chr03	5344	D
88044	Chr03	2801	D
88045	Chr03	3222	D
88046	Chr03	6892	D
88047	Chr03	2697	D
88048	Chr03	1331	D
88049	Chr03	10569	D
88050	Chr03	3231	D
88051	Chr03	4355	D
88052	Chr03	4585	D
88053	Chr03	3579	D
88054	Chr03	4909	D
88055	Chr03	2184	D
88056	Chr03	12634	D
88057	Chr03	2758	D
88058	Chr03	3775	D
88059	Chr03	6064	D
88060	Chr03	1229	D
88061	Chr03	1836	D
88062	Chr03	288	D
88063	Chr03	11290	D
88064	Chr03	722	D
88065	Chr03	416	D
88066	Chr03	1210	D
88067	Chr03	7982	D
88068	Chr03	8437	D
88069	Chr03	479	D
88070	Chr03	979	D
88071	Chr03	1679	D
88072	Chr03	631	D
88073	Chr03	8246	D
88074	Chr03	1897	D
88075	Chr03	1697	D
88076	Chr03	997	D
88077	Chr03	2084	D
88078	Chr03	1551	D
88079	Chr03	5787	D
88080	Chr03	1848	D
88081	Chr03	1169	D
88082	Chr03	983	D
88083	Chr03	9869	D
88084	Chr03	1292	D
88085	Chr03	1562	D
88086	Chr03	1280	D
88087	Chr03	633	D
88088	Chr03	1162	D
88089	Chr03	1974	D
88090	Chr03	3341	D
88091	Chr03	9470	D
88092	Chr03	2052	D
88093	Chr03	2761	D
88094	Chr03	7248	D
88095	Chr03	7834	D
88096	Chr03	782	D
88097	Chr03	3274	D
88098	Chr03	3208	D
88099	Chr03	2415	D
88100	Chr03	6698	D
88101	Chr03	1975	D
88102	Chr03	9902	D
88103	Chr03	1233	D
88104	Chr03	2106	D
88105	Chr03	1289	D
88106	Chr03	1013	D
88107	Chr03	1116	D
88108	Chr03	7502	D
88109	Chr03	1139	D
88110	Chr03	334	D
88111	Chr03	949	D
88112	Chr03	8924	D
88113	Chr03	5279	D
88114	Chr03	312	D
88115	Chr03	6862	D
88116	Chr03	460	D
88117	Chr03	48	D
88118	Chr03	3363	D
88119	Chr03	856	D
88120	Chr03	1349	D
88121	Chr03	5043	D
88122	Chr03	3119	D
88123	Chr03	718	D
88124	Chr03	424	D
88125	Chr03	968	D
88126	Chr03	2232	D
88127	Chr03	7326	D
88128	Chr03	5235	D
88129	Chr03	2706	D
88130	Chr03	12588	D
88131	Chr03	1648	D
88132	Chr03	341	D
88133	Chr03	7239	D
88134	Chr03	4756	D
88135	Chr03	1864	D
88136	Chr03	931	D
88137	Chr03	397	D
88138	Chr03	943	D
88139	Chr03	396	D
88140	Chr03	721	D
88141	Chr03	2709	D
88142	Chr03	264	D
88143	Chr03	224	D
88144	Chr03	1447	D
88145	Chr03	6699	D
88146	Chr03	3429	D
88147	Chr03	4847	D
88148	Chr03	3613	D
88149	Chr03	347	D
88150	Chr03	1947	D
88151	Chr03	4510	D
88152	Chr03	1698	D
88153	Chr03	1508	D
88154	Chr03	1520	D
88155	Chr03	8395	D
88156	Chr03	909	D
88157	Chr03	17	D
88158	Chr03	35191	D
88159	Chr03	8955	D
88160	Chr03	11964	D
88161	Chr03	8067	D
88162	Chr03	11535	D
88163	Chr03	1979	D
88164	Chr03	1680	D
88165	Chr03	1692	D
88166	Chr03	286	D
88167	Chr03	6417	D
88168	Chr03	7711	D
88169	Chr03	386	D
88170	Chr03	3692	D
88171	Chr03	5502	D
88172	Chr03	2657	D
88173	Chr03	4746	D
88174	Chr03	4253	D
88175	Chr03	1267	D
88176	Chr03	2156	D
88177	Chr03	44	D
88178	Chr03	3712	D
88179	Chr03	516	D
88180	Chr03	249	D
88181	Chr03	1923	D
88182	Chr03	1857	D
88183	Chr03	1705	D
88184	Chr03	1793	D
88185	Chr03	350	D
88186	Chr03	2096	D
88187	Chr03	1970	D
88188	Chr03	734	D
88189	Chr03	7085	D
88190	Chr03	4391	D
88191	Chr03	332	D
88192	Chr03	1143	D
88193	Chr03	834	D
88194	Chr03	1029	D
88195	Chr03	3465	D
88196	Chr03	5152	D
88197	Chr03	1291	D
88198	Chr03	3317	D
88199	Chr03	1776	D
88200	Chr03	729	D
88201	Chr03	1332	D
88202	Chr03	267	D
88203	Chr03	15699	D
88204	Chr03	1116	D
88205	Chr03	1163	D
88206	Chr03	793	D
88207	Chr03	3021	D
88208	Chr04	3936	D
88209	Chr04	1290	D
88210	Chr04	2098	D
88211	Chr04	5506	D
88212	Chr04	1446	D
88213	Chr04	1517	D
88214	Chr04	380	D
88215	Chr04	1588	D
88216	Chr04	1371	D
88217	Chr04	3905	D
88218	Chr04	603	D
88219	Chr04	5422	D
88220	Chr04	3649	D
88221	Chr04	329	D
88222	Chr04	3906	D
88223	Chr04	1781	D
88224	Chr04	725	D
88225	Chr04	466	D
88226	Chr04	678	D
88227	Chr04	797	D
88228	Chr04	7779	D
88229	Chr04	807	D
88230	Chr04	2835	D
88231	Chr04	11789	D
88232	Chr04	11333	D
88233	Chr04	17561	D
88234	Chr04	2090	D
88235	Chr04	4418	D
88236	Chr04	1768	D
88237	Chr04	2483	D
88238	Chr04	4723	D
88239	Chr04	2237	D
88240	Chr04	1043	D
88241	Chr04	4036	D
88242	Chr04	3652	D
88243	Chr04	1411	D
88244	Chr04	4324	D
88245	Chr04	1194	D
88246	Chr04	1842	D
88247	Chr04	3301	D
88248	Chr04	2927	D
88249	Chr04	198	D
88250	Chr04	3018	D
88251	Chr04	2885	D
88252	Chr04	1213	D
88253	Chr04	2791	D
88254	Chr04	5991	D
88255	Chr04	3341	D
88256	Chr04	196	D
88257	Chr04	2221	D
88258	Chr04	6837	D
88259	Chr04	2696	D
88260	Chr04	1449	D
88261	Chr04	1245	D
88262	Chr04	2779	D
88263	Chr04	1063	D
88264	Chr04	1807	D
88265	Chr04	1146	D
88266	Chr04	1811	D
88267	Chr04	3649	D
88268	Chr04	5941	D
88269	Chr04	715	D
88270	Chr04	6436	D
88271	Chr04	797	D
88272	Chr04	2908	D
88273	Chr04	1795	D
88274	Chr04	2270	D
88275	Chr04	1061	D
88276	Chr04	3789	D
88277	Chr04	1591	D
88278	Chr04	3137	D
88279	Chr04	1708	D
88280	Chr04	1574	D
88281	Chr04	2241	D
88282	Chr04	17436	D
88283	Chr04	2756	D
88284	Chr04	2608	D
88285	Chr04	22473	D
88286	Chr04	6019	D
88287	Chr04	9245	D
88288	Chr04	7194	D
88289	Chr04	2969	D
88290	Chr04	9198	D
88291	Chr04	20826	D
88292	Chr04	3645	D
88293	Chr04	11838	D
88294	Chr04	1789	D
88295	Chr04	2989	D
88296	Chr04	4756	D
88297	Chr04	4545	D
88298	Chr04	3455	D
88299	Chr04	3025	D
88300	Chr04	32690	D
88301	Chr04	6197	D
88302	Chr04	19929	D
88303	Chr04	8587	D
88304	Chr04	6254	D
88305	Chr04	2325	D
88306	Chr04	8098	D
88307	Chr04	12783	D
88308	Chr04	5971	D
88309	Chr04	2313	D
88310	Chr04	6452	D
88311	Chr04	3857	D
88312	Chr04	2556	D
88313	Chr04	2420	D
88314	Chr04	831	D
88315	Chr04	310	D
88316	Chr04	3200	D
88317	Chr04	1186	D
88318	Chr04	9012	D
88319	Chr04	2158	D
88320	Chr04	775	D
88321	Chr04	3752	D
88322	Chr04	4089	D
88323	Chr04	10713	D
88324	Chr04	11627	D
88325	Chr04	1835	D
88326	Chr04	9491	D
88327	Chr04	592	D
88328	Chr04	916	D
88329	Chr04	1927	D
88330	Chr04	910	D
88331	Chr04	2289	D
88332	Chr04	4951	D
88333	Chr04	10665	D
88334	Chr04	2227	D
88335	Chr04	13603	D
88336	Chr04	6108	D
88337	Chr04	1345	D
88338	Chr04	4324	D
88339	Chr04	1432	D
88340	Chr04	1591	D
88341	Chr04	9732	D
88342	Chr04	4673	D
88343	Chr04	3111	D
88344	Chr04	4445	D
88345	Chr04	2292	D
88346	Chr04	465	D
88347	Chr04	1588	D
88348	Chr04	1694	D
88349	Chr04	533	D
88350	Chr04	1747	D
88351	Chr04	3747	D
88352	Chr04	16805	D
88353	Chr04	3918	D
88354	Chr04	533	D
88355	Chr04	2109	D
88356	Chr04	644	D
88357	Chr04	23198	D
88358	Chr04	10752	D
88359	Chr04	19257	D
88360	Chr04	821	D
88361	Chr04	336	D
88362	Chr04	4179	D
88363	Chr04	11675	D
88364	Chr04	4886	D
88365	Chr04	13686	D
88366	Chr04	37267	D
88367	Chr04	6955	D
88368	Chr04	1664	D
88369	Chr04	5667	D
88370	Chr04	2613	D
88371	Chr04	1176	D
88372	Chr04	3768	D
88373	Chr04	696	D
88374	Chr04	4934	D
88375	Chr04	617	D
88376	Chr04	3370	D
88377	Chr04	1339	D
88378	Chr04	1761	D
88379	Chr04	1308	D
88380	Chr04	1681	D
88381	Chr04	1359	D
88382	Chr04	960	D
88383	Chr04	806	D
88384	Chr04	2256	D
88385	Chr04	887	D
88386	Chr04	2353	D
88387	Chr04	4787	D
88388	Chr04	230	D
88389	Chr04	5527	D
88390	Chr04	9626	D
88391	Chr04	5048	D
88392	Chr04	47283	D
88393	Chr04	2540	D
88394	Chr04	6298	D
88395	Chr04	8372	D
88396	Chr04	6992	D
88397	Chr04	3527	D
88398	Chr04	11429	D
88399	Chr04	184	D
88400	Chr04	9567	D
88401	Chr04	8873	D
88402	Chr04	4645	D
88403	Chr04	16539	D
88404	Chr04	660	D
88405	Chr04	1370	D
88406	Chr04	2949	D
88407	Chr04	10507	D
88408	Chr04	10687	D
88409	Chr04	14466	D
88410	Chr04	22281	D
88411	Chr04	92	D
88412	Chr04	6842	D
88413	Chr04	7930	D
88414	Chr04	3507	D
88415	Chr04	11325	D
88416	Chr04	563	D
88417	Chr04	317	D
88418	Chr04	1754	D
88419	Chr04	21110	D
88420	Chr04	11666	D
88421	Chr04	3728	D
88422	Chr04	2153	D
88423	Chr04	8251	D
88424	Chr04	5654	D
88425	Chr04	6633	D
88426	Chr04	3339	D
88427	Chr04	4486	D
88428	Chr04	1788	D
88429	Chr04	12790	D
88430	Chr04	3863	D
88431	Chr04	4940	D
88432	Chr04	2850	D
88433	Chr04	8088	D
88434	Chr04	1481	D
88435	Chr04	4491	D
88436	Chr04	2440	D
88437	Chr04	4112	D
88438	Chr04	3905	D
88439	Chr04	11401	D
88440	Chr04	781	D
88441	Chr04	195	D
88442	Chr04	3915	D
88443	Chr04	13558	D
88444	Chr04	1274	D
88445	Chr04	948	D
88446	Chr04	8927	D
88447	Chr04	3573	D
88448	Chr04	1914	D
88449	Chr04	1242	D
88450	Chr04	48	D
88451	Chr04	9513	D
88452	Chr04	1868	D
88453	Chr04	7	D
88454	Chr04	7046	D
88455	Chr04	3524	D
88456	Chr04	2632	D
88457	Chr04	14430	D
88458	Chr04	3445	D
88459	Chr04	7596	D
88460	Chr04	12363	D
88461	Chr04	2175	D
88462	Chr04	386	D
88463	Chr04	1496	D
88464	Chr04	5452	D
88465	Chr04	2775	D
88466	Chr04	3482	D
88467	Chr04	76	D
88468	Chr04	1197	D
88469	Chr04	4397	D
88470	Chr04	3168	D
88471	Chr04	1258	D
88472	Chr04	1401	D
88473	Chr04	2334	D
88474	Chr04	3428	D
88475	Chr04	1342	D
88476	Chr04	2182	D
88477	Chr04	454	D
88478	Chr04	4517	D
88479	Chr04	11875	D
88480	Chr04	3786	D
88481	Chr04	5389	D
88482	Chr04	1781	D
88483	Chr04	2176	D
88484	Chr04	1172	D
88485	Chr04	260	D
88486	Chr04	2809	D
88487	Chr04	744	D
88488	Chr04	4032	D
